home;away;weight1;weight2
Valencia;Numancia;4.0;4.0
La Coruna;Malaga;30.0;28.0
Numancia;Barcelona;15.0;13.0
Alaves;Vallecano;15.0;20.0
Mallorca;Malaga;31.0;38.0
Oviedo;Numancia;2.0;4.0
Malaga;Valencia;63.0;71.0
Numancia;Sevilla;9.0;12.0
Ath Madrid;Numancia;7.0;8.0
Barcelona;Malaga;24.0;18.0
Malaga;Oviedo;7.0;5.0
Numancia;Vallecano;5.0;7.0
Sevilla;Malaga;41.0;44.0
Sociedad;Numancia;7.0;1.0
Malaga;Ath Madrid;48.0;57.0
Numancia;Celta;4.0;2.0
Vallecano;Malaga;30.0;24.0
Zaragoza;Numancia;9.0;5.0
Malaga;Sociedad;45.0;45.0
Numancia;Santander;17.0;13.0
Celta;Malaga;27.0;33.0
Espanol;Numancia;9.0;11.0
Mallorca;Sevilla;52.0;56.0
Malaga;Zaragoza;20.0;25.0
Numancia;Alaves;3.0;2.0
Betis;Numancia;9.0;5.0
Santander;Malaga;35.0;37.0
Espanol;Malaga;45.0;45.0
Valladolid;Numancia;5.0;8.0
Malaga;Alaves;16.0;24.0
Mallorca;Vallecano;16.0;13.0
Numancia;Real Madrid;15.0;19.0
Betis;Malaga;32.0;31.0
Numancia;Mallorca;16.0;21.0
Ath Bilbao;Numancia;7.0;6.0
Malaga;Valladolid;19.0;21.0
Real Madrid;Malaga;33.0;11.0
Numancia;La Coruna;10.0;14.0
Malaga;Numancia;11.0;10.0
Sevilla;Alaves;19.0;19.0
Numancia;Valencia;19.0;19.0
Ath Bilbao;Malaga;42.0;44.0
Barcelona;Numancia;8.0;7.0
Malaga;La Coruna;47.0;52.0
Vallecano;Alaves;15.0;17.0
Malaga;Mallorca;23.0;26.0
Numancia;Oviedo;5.0;7.0
Valencia;Malaga;31.0;23.0
Sevilla;Numancia;4.0;6.0
Malaga;Barcelona;74.0;78.0
Numancia;Ath Madrid;8.0;8.0
Oviedo;Malaga;10.0;5.0
Vallecano;Numancia;4.0;4.0
Malaga;Sevilla;41.0;44.0
Numancia;Sociedad;15.0;16.0
Ath Madrid;Malaga;30.0;27.0
Celta;Numancia;8.0;8.0
Malaga;Vallecano;29.0;27.0
Numancia;Zaragoza;14.0;11.0
Santander;Numancia;10.0;10.0
Sociedad;Malaga;39.0;36.0
Numancia;Espanol;12.0;11.0
Malaga;Celta;30.0;33.0
Sevilla;Mallorca;32.0;29.0
Alaves;Numancia;6.0;8.0
Zaragoza;Malaga;26.0;28.0
Malaga;Santander;22.0;19.0
Numancia;Betis;15.0;11.0
Las Palmas;Alaves;14.0;17.0
Osasuna;Celta;30.0;43.0
Villarreal;Vallecano;27.0;19.0
Alaves;Villarreal;32.0;28.0
Espanol;Osasuna;44.0;57.0
Oviedo;Las Palmas;3.0;4.0
Las Palmas;Valladolid;4.0;8.0
Osasuna;Vallecano;18.0;19.0
Villarreal;Oviedo;1.0;0.0
Alaves;Osasuna;25.0;35.0
Valencia;Las Palmas;13.0;13.0
Valladolid;Villarreal;28.0;38.0
Las Palmas;Malaga;12.0;12.0
Villarreal;Valencia;59.0;57.0
Osasuna;Oviedo;2.0;1.0
Ath Bilbao;Las Palmas;12.0;14.0
Malaga;Villarreal;36.0;45.0
Valladolid;Osasuna;26.0;35.0
Las Palmas;Santander;3.0;3.0
Villarreal;Ath Bilbao;46.0;48.0
Osasuna;Valencia;61.0;72.0
La Coruna;Las Palmas;8.0;8.0
Malaga;Osasuna;26.0;23.0
Santander;Villarreal;36.0;39.0
Las Palmas;Barcelona;23.0;24.0
Villarreal;La Coruna;35.0;38.0
Osasuna;Ath Bilbao;56.0;67.0
Barcelona;Villarreal;54.0;33.0
Real Madrid;Las Palmas;12.0;5.0
Santander;Osasuna;23.0;22.0
Las Palmas;Mallorca;4.0;4.0
Osasuna;La Coruna;35.0;41.0
Villarreal;Real Madrid;84.0;82.0
Mallorca;Villarreal;42.0;54.0
Barcelona;Osasuna;30.0;28.0
Numancia;Las Palmas;2.0;4.0
Osasuna;Real Madrid;79.0;81.0
Sociedad;Las Palmas;10.0;14.0
Villarreal;Numancia;4.0;2.0
Las Palmas;Villarreal;19.0;19.0
Mallorca;Osasuna;39.0;44.0
Sociedad;Villarreal;57.0;64.0
Zaragoza;Las Palmas;5.0;4.0
Osasuna;Numancia;3.0;5.0
Las Palmas;Osasuna;13.0;6.0
Villarreal;Zaragoza;27.0;24.0
Celta;Las Palmas;21.0;14.0
Osasuna;Villarreal;63.0;55.0
Las Palmas;Espanol;14.0;15.0
Villarreal;Celta;38.0;42.0
Zaragoza;Osasuna;27.0;33.0
Espanol;Villarreal;58.0;69.0
Osasuna;Sociedad;43.0;57.0
Vallecano;Las Palmas;2.0;5.0
Alaves;Las Palmas;4.0;5.0
Celta;Osasuna;20.0;31.0
Vallecano;Villarreal;43.0;40.0
Las Palmas;Oviedo;2.0;1.0
Osasuna;Espanol;37.0;42.0
Villarreal;Alaves;26.0;31.0
Vallecano;Osasuna;18.0;25.0
Oviedo;Villarreal;4.0;6.0
Valladolid;Las Palmas;2.0;2.0
Las Palmas;Valencia;17.0;19.0
Osasuna;Alaves;14.0;14.0
Villarreal;Valladolid;21.0;29.0
Malaga;Las Palmas;12.0;15.0
Oviedo;Osasuna;3.0;4.0
Valencia;Villarreal;61.0;66.0
Las Palmas;Ath Bilbao;12.0;11.0
Osasuna;Valladolid;19.0;23.0
Villarreal;Malaga;30.0;36.0
Ath Bilbao;Villarreal;65.0;69.0
Valencia;Osasuna;32.0;36.0
Santander;Las Palmas;3.0;3.0
Las Palmas;La Coruna;17.0;20.0
Osasuna;Malaga;40.0;44.0
Villarreal;Santander;24.0;21.0
La Coruna;Villarreal;35.0;44.0
Ath Bilbao;Osasuna;39.0;40.0
Barcelona;Las Palmas;6.0;3.0
Las Palmas;Real Madrid;33.0;26.0
Osasuna;Santander;30.0;37.0
Villarreal;Barcelona;98.0;93.0
La Coruna;Osasuna;28.0;29.0
Real Madrid;Villarreal;47.0;34.0
Mallorca;Las Palmas;9.0;10.0
Las Palmas;Numancia;1.0;1.0
Osasuna;Barcelona;87.0;79.0
Villarreal;Mallorca;34.0;30.0
Real Madrid;Osasuna;35.0;24.0
Las Palmas;Sociedad;11.0;14.0
Numancia;Villarreal;12.0;14.0
Osasuna;Mallorca;37.0;38.0
Villarreal;Las Palmas;8.0;10.0
Villarreal;Sociedad;37.0;40.0
Las Palmas;Zaragoza;7.0;7.0
Numancia;Osasuna;8.0;11.0
Osasuna;Las Palmas;16.0;9.0
Zaragoza;Villarreal;30.0;30.0
Las Palmas;Celta;24.0;17.0
Villarreal;Osasuna;44.0;46.0
Celta;Villarreal;53.0;48.0
Espanol;Las Palmas;16.0;12.0
Osasuna;Zaragoza;27.0;27.0
Las Palmas;Vallecano;6.0;11.0
Villarreal;Espanol;36.0;39.0
Sociedad;Osasuna;27.0;30.0
Tenerife;Villarreal;9.0;7.0
Betis;Las Palmas;6.0;10.0
Osasuna;Sevilla;47.0;61.0
Osasuna;Tenerife;7.0;9.0
Betis;Villarreal;53.0;55.0
Osasuna;Betis;44.0;56.0
Tenerife;Malaga;5.0;5.0
Las Palmas;Sevilla;10.0;19.0
Tenerife;Las Palmas;3.0;3.0
Villarreal;Sevilla;58.0;70.0
Villarreal;Tenerife;5.0;4.0
Las Palmas;Betis;6.0;13.0
Sevilla;Osasuna;32.0;40.0
Tenerife;Osasuna;3.0;3.0
Villarreal;Betis;44.0;46.0
Betis;Osasuna;37.0;35.0
Malaga;Tenerife;4.0;5.0
Sevilla;Las Palmas;6.0;7.0
Las Palmas;Tenerife;2.0;3.0
Sevilla;Villarreal;47.0;43.0
Recreativo;Malaga;11.0;9.0
Valencia;Recreativo;6.0;7.0
Recreativo;Celta;10.0;6.0
Ath Madrid;Recreativo;6.0;8.0
Recreativo;Ath Bilbao;13.0;13.0
Espanol;Recreativo;6.0;11.0
Recreativo;Betis;4.0;5.0
Osasuna;Recreativo;10.0;20.0
Recreativo;Valladolid;11.0;11.0
Alaves;Recreativo;1.0;3.0
Recreativo;Santander;12.0;14.0
Osasuna;Ath Madrid;56.0;69.0
Villarreal;Recreativo;11.0;10.0
Recreativo;La Coruna;17.0;11.0
Real Madrid;Recreativo;9.0;4.0
Recreativo;Sociedad;6.0;6.0
Barcelona;Recreativo;3.0;1.0
Villarreal;Ath Madrid;54.0;55.0
Recreativo;Sevilla;14.0;22.0
Mallorca;Recreativo;10.0;6.0
Recreativo;Vallecano;1.0;1.0
Malaga;Recreativo;4.0;3.0
Recreativo;Valencia;10.0;13.0
Celta;Recreativo;7.0;6.0
Recreativo;Ath Madrid;13.0;14.0
Ath Bilbao;Recreativo;9.0;7.0
Recreativo;Espanol;7.0;11.0
Betis;Recreativo;8.0;14.0
Recreativo;Osasuna;3.0;2.0
Valladolid;Recreativo;7.0;5.0
Recreativo;Alaves;3.0;3.0
Santander;Recreativo;10.0;8.0
Ath Madrid;Osasuna;30.0;33.0
Recreativo;Villarreal;9.0;13.0
La Coruna;Recreativo;14.0;11.0
Recreativo;Real Madrid;14.0;19.0
Sociedad;Recreativo;5.0;6.0
Ath Madrid;Villarreal;52.0;52.0
Recreativo;Barcelona;22.0;22.0
Sevilla;Recreativo;4.0;1.0
Recreativo;Mallorca;20.0;15.0
Vallecano;Recreativo;2.0;4.0
Albacete;Osasuna;7.0;8.0
Celta;Murcia;3.0;2.0
Murcia;Santander;8.0;7.0
Zaragoza;Murcia;4.0;6.0
Murcia;Ath Bilbao;7.0;8.0
Albacete;Mallorca;2.0;5.0
Sevilla;Murcia;2.0;1.0
Murcia;Albacete;1.0;3.0
Osasuna;Murcia;4.0;3.0
Murcia;Ath Madrid;6.0;6.0
Albacete;Villarreal;5.0;7.0
Barcelona;Murcia;3.0;0.0
Murcia;La Coruna;6.0;10.0
Albacete;Malaga;4.0;7.0
Mallorca;Murcia;5.0;4.0
Murcia;Valencia;7.0;7.0
Murcia;Sociedad;4.0;4.0
Betis;Murcia;1.0;2.0
Murcia;Villarreal;5.0;10.0
Valladolid;Murcia;6.0;7.0
Murcia;Malaga;3.0;6.0
Real Madrid;Murcia;3.0;4.0
Murcia;Espanol;3.0;7.0
Murcia;Celta;3.0;2.0
Osasuna;Albacete;4.0;2.0
Santander;Murcia;7.0;4.0
Murcia;Zaragoza;7.0;6.0
Ath Bilbao;Murcia;5.0;2.0
Murcia;Sevilla;7.0;10.0
Mallorca;Albacete;3.0;5.0
Albacete;Murcia;1.0;3.0
Murcia;Osasuna;5.0;9.0
Ath Madrid;Murcia;4.0;3.0
Murcia;Barcelona;14.0;12.0
Villarreal;Albacete;5.0;4.0
La Coruna;Murcia;1.0;1.0
Malaga;Albacete;4.0;4.0
Murcia;Mallorca;9.0;7.0
Valencia;Murcia;3.0;4.0
Sociedad;Murcia;2.0;1.0
Murcia;Betis;6.0;8.0
Villarreal;Murcia;1.0;1.0
Murcia;Valladolid;3.0;4.0
Malaga;Murcia;1.0;0.0
Murcia;Real Madrid;4.0;7.0
Espanol;Murcia;4.0;4.0
Sociedad;Levante;31.0;39.0
Zaragoza;Getafe;21.0;20.0
Getafe;Mallorca;34.0;31.0
Levante;Santander;10.0;8.0
Numancia;Getafe;2.0;6.0
Sevilla;Levante;25.0;19.0
Getafe;Espanol;33.0;50.0
Levante;Ath Madrid;45.0;51.0
Numancia;Albacete;1.0;1.0
Osasuna;Getafe;35.0;50.0
Zaragoza;Levante;9.0;11.0
Getafe;Ath Bilbao;43.0;50.0
Levante;Mallorca;19.0;25.0
La Coruna;Getafe;31.0;31.0
Numancia;Levante;4.0;4.0
Getafe;Betis;31.0;40.0
Levante;Espanol;33.0;37.0
Osasuna;Levante;21.0;24.0
Real Madrid;Getafe;29.0;22.0
Getafe;Valencia;57.0;59.0
Levante;Ath Bilbao;46.0;58.0
Getafe;Malaga;29.0;32.0
La Coruna;Levante;12.0;14.0
Albacete;Getafe;2.0;4.0
Levante;Betis;42.0;40.0
Getafe;Barcelona;76.0;84.0
Real Madrid;Levante;26.0;19.0
Levante;Getafe;27.0;37.0
Getafe;Villarreal;49.0;67.0
Malaga;Levante;15.0;17.0
Levante;Albacete;4.0;4.0
Sociedad;Getafe;34.0;48.0
Barcelona;Levante;24.0;11.0
Getafe;Santander;15.0;21.0
Sevilla;Getafe;36.0;45.0
Valencia;Levante;30.0;27.0
Getafe;Ath Madrid;62.0;80.0
Levante;Villarreal;48.0;53.0
Getafe;Zaragoza;23.0;23.0
Levante;Sociedad;32.0;30.0
Mallorca;Getafe;38.0;37.0
Santander;Levante;16.0;17.0
Getafe;Numancia;3.0;6.0
Levante;Sevilla;60.0;58.0
Ath Madrid;Levante;27.0;27.0
Espanol;Getafe;39.0;44.0
Albacete;Numancia;2.0;4.0
Getafe;Osasuna;21.0;26.0
Levante;Zaragoza;14.0;20.0
Mallorca;Levante;18.0;19.0
Getafe;La Coruna;23.0;28.0
Levante;Numancia;2.0;1.0
Betis;Getafe;32.0;40.0
Espanol;Levante;34.0;31.0
Getafe;Real Madrid;79.0;85.0
Levante;Osasuna;31.0;33.0
Ath Bilbao;Getafe;35.0;44.0
Ath Bilbao;Levante;30.0;22.0
Valencia;Getafe;45.0;41.0
Levante;La Coruna;19.0;29.0
Malaga;Getafe;25.0;32.0
Betis;Levante;35.0;28.0
Getafe;Albacete;1.0;1.0
Barcelona;Getafe;24.0;18.0
Levante;Real Madrid;71.0;61.0
Getafe;Levante;24.0;37.0
Levante;Malaga;16.0;29.0
Villarreal;Getafe;38.0;31.0
Albacete;Levante;2.0;1.0
Getafe;Sociedad;38.0;36.0
Levante;Barcelona;79.0;68.0
Santander;Getafe;19.0;24.0
Getafe;Sevilla;51.0;57.0
Levante;Valencia;50.0;48.0
Ath Madrid;Getafe;21.0;20.0
Villarreal;Levante;22.0;23.0
Cadiz;Real Madrid;13.0;17.0
Santander;Cadiz;2.0;4.0
Alaves;Getafe;20.0;20.0
Cadiz;Villarreal;10.0;11.0
Sevilla;Cadiz;2.0;2.0
Osasuna;Cadiz;5.0;0.0
Cadiz;Celta;11.0;12.0
Espanol;Cadiz;8.0;9.0
Cadiz;Ath Bilbao;19.0;18.0
Ath Madrid;Cadiz;11.0;4.0
Alaves;Cadiz;6.0;12.0
Cadiz;Mallorca;7.0;13.0
Cadiz;Valencia;9.0;9.0
Betis;Cadiz;7.0;8.0
Cadiz;Zaragoza;3.0;3.0
La Coruna;Cadiz;1.0;1.0
Cadiz;Barcelona;14.0;17.0
Sociedad;Cadiz;3.0;2.0
Cadiz;Getafe;12.0;12.0
Getafe;Celta;22.0;29.0
Malaga;Cadiz;7.0;6.0
Real Madrid;Cadiz;5.0;5.0
Cadiz;Santander;1.0;1.0
Getafe;Alaves;13.0;11.0
Villarreal;Cadiz;10.0;11.0
Cadiz;Sevilla;15.0;20.0
Cadiz;Osasuna;18.0;24.0
Celta;Cadiz;4.0;9.0
Cadiz;Espanol;6.0;6.0
Ath Bilbao;Cadiz;6.0;9.0
Cadiz;Alaves;4.0;6.0
Mallorca;Cadiz;5.0;4.0
Cadiz;Ath Madrid;28.0;22.0
Valencia;Cadiz;9.0;12.0
Cadiz;Betis;8.0;14.0
Zaragoza;Cadiz;3.0;3.0
Cadiz;La Coruna;2.0;4.0
Barcelona;Cadiz;5.0;8.0
Cadiz;Sociedad;15.0;20.0
Getafe;Cadiz;6.0;9.0
Cadiz;Malaga;0.0;0.0
Celta;Getafe;27.0;35.0
Espanol;Gimnastic;5.0;6.0
Gimnastic;Celta;3.0;4.0
Osasuna;Gimnastic;2.0;0.0
Recreativo;Levante;3.0;6.0
Gimnastic;Santander;6.0;4.0
Valencia;Gimnastic;1.0;1.0
Gimnastic;Ath Bilbao;3.0;3.0
Recreativo;Getafe;10.0;12.0
Sevilla;Gimnastic;2.0;3.0
Gimnastic;Real Madrid;5.0;6.0
Recreativo;Gimnastic;2.0;1.0
Gimnastic;La Coruna;1.0;4.0
Zaragoza;Gimnastic;1.0;3.0
Gimnastic;Mallorca;4.0;6.0
Villarreal;Gimnastic;0.0;0.0
Gimnastic;Levante;3.0;3.0
Levante;Celta;32.0;37.0
Sociedad;Gimnastic;3.0;0.0
Gimnastic;Betis;2.0;4.0
Ath Madrid;Gimnastic;0.0;1.0
Gimnastic;Getafe;3.0;3.0
Barcelona;Gimnastic;1.0;0.0
Zaragoza;Recreativo;3.0;5.0
Gimnastic;Espanol;0.0;0.0
Celta;Gimnastic;2.0;1.0
Gimnastic;Osasuna;5.0;6.0
Levante;Recreativo;5.0;6.0
Santander;Gimnastic;3.0;1.0
Gimnastic;Valencia;5.0;4.0
Ath Bilbao;Gimnastic;4.0;3.0
Getafe;Recreativo;6.0;3.0
Gimnastic;Sevilla;2.0;3.0
Real Madrid;Gimnastic;1.0;0.0
Gimnastic;Recreativo;3.0;4.0
La Coruna;Gimnastic;0.0;1.0
Gimnastic;Zaragoza;3.0;3.0
Mallorca;Gimnastic;2.0;0.0
Gimnastic;Villarreal;5.0;6.0
Levante;Gimnastic;2.0;3.0
Celta;Levante;24.0;19.0
Gimnastic;Sociedad;6.0;6.0
Betis;Gimnastic;1.0;1.0
Gimnastic;Ath Madrid;2.0;4.0
Getafe;Gimnastic;2.0;3.0
Gimnastic;Barcelona;8.0;6.0
Recreativo;Zaragoza;5.0;5.0
La Coruna;Almeria;9.0;16.0
Levante;Murcia;2.0;1.0
Almeria;Valencia;31.0;28.0
Real Madrid;Almeria;14.0;5.0
Almeria;Mallorca;14.0;15.0
Murcia;Almeria;2.0;6.0
Almeria;Santander;7.0;12.0
Ath Bilbao;Almeria;13.0;9.0
Almeria;Osasuna;15.0;19.0
Getafe;Murcia;0.0;0.0
Barcelona;Almeria;8.0;5.0
Murcia;Recreativo;4.0;3.0
Almeria;Zaragoza;6.0;11.0
Levante;Almeria;6.0;4.0
Almeria;Ath Madrid;26.0;24.0
Valladolid;Levante;12.0;14.0
Villarreal;Almeria;15.0;13.0
Almeria;Sevilla;27.0;33.0
Almeria;Valladolid;8.0;15.0
Betis;Almeria;10.0;10.0
Almeria;Getafe;20.0;18.0
Getafe;Valladolid;17.0;28.0
Recreativo;Almeria;3.0;5.0
Almeria;Espanol;21.0;19.0
Almeria;La Coruna;5.0;10.0
Murcia;Levante;3.0;4.0
Valencia;Almeria;21.0;13.0
Almeria;Real Madrid;47.0;38.0
Mallorca;Almeria;12.0;12.0
Almeria;Murcia;0.0;0.0
Santander;Almeria;8.0;9.0
Almeria;Ath Bilbao;31.0;30.0
Murcia;Getafe;5.0;6.0
Osasuna;Almeria;14.0;16.0
Recreativo;Murcia;3.0;3.0
Almeria;Barcelona;39.0;35.0
Zaragoza;Almeria;4.0;5.0
Almeria;Levante;15.0;19.0
Ath Madrid;Almeria;16.0;12.0
Levante;Valladolid;14.0;17.0
Almeria;Villarreal;21.0;28.0
Sevilla;Almeria;18.0;12.0
Valladolid;Almeria;6.0;12.0
Almeria;Betis;14.0;13.0
Getafe;Almeria;18.0;21.0
Almeria;Recreativo;4.0;5.0
Valladolid;Getafe;13.0;19.0
Espanol;Almeria;18.0;19.0
Sp Gijon;Getafe;17.0;17.0
Almeria;Malaga;13.0;14.0
Sp Gijon;Villarreal;20.0;26.0
Sp Gijon;Osasuna;12.0;11.0
Sp Gijon;Numancia;3.0;3.0
Numancia;Almeria;3.0;3.0
Sp Gijon;Almeria;7.0;7.0
Malaga;Sp Gijon;11.0;11.0
Recreativo;Numancia;2.0;3.0
Recreativo;Sp Gijon;2.0;3.0
Getafe;Sp Gijon;10.0;11.0
Malaga;Almeria;11.0;14.0
Villarreal;Sp Gijon;10.0;8.0
Osasuna;Sp Gijon;15.0;17.0
Numancia;Sp Gijon;4.0;3.0
Almeria;Numancia;3.0;3.0
Almeria;Sp Gijon;6.0;10.0
Numancia;Recreativo;3.0;3.0
Sp Gijon;Malaga;16.0;23.0
Sp Gijon;Recreativo;3.0;3.0
Mallorca;Xerez;2.0;3.0
Xerez;Ath Bilbao;4.0;6.0
Real Madrid;Xerez;0.0;0.0
Xerez;La Coruna;5.0;6.0
Espanol;Xerez;1.0;2.0
Xerez;Malaga;3.0;1.0
Xerez;Villarreal;3.0;3.0
Tenerife;Xerez;2.0;3.0
Xerez;Sevilla;3.0;4.0
Valladolid;Xerez;3.0;4.0
Xerez;Sp Gijon;2.0;2.0
Getafe;Xerez;1.0;0.0
Xerez;Barcelona;5.0;6.0
Xerez;Ath Madrid;3.0;3.0
Getafe;Tenerife;4.0;3.0
Santander;Xerez;4.0;1.0
Almeria;Xerez;2.0;3.0
Xerez;Valencia;6.0;6.0
Almeria;Tenerife;3.0;2.0
Zaragoza;Xerez;3.0;4.0
Xerez;Osasuna;3.0;4.0
Xerez;Mallorca;3.0;3.0
Ath Bilbao;Xerez;2.0;0.0
Xerez;Real Madrid;8.0;6.0
La Coruna;Xerez;1.0;0.0
Xerez;Espanol;1.0;2.0
Malaga;Xerez;5.0;4.0
Villarreal;Xerez;2.0;3.0
Xerez;Tenerife;2.0;3.0
Sevilla;Xerez;1.0;1.0
Xerez;Valladolid;0.0;1.0
Sp Gijon;Xerez;2.0;2.0
Xerez;Getafe;6.0;6.0
Ath Madrid;Xerez;2.0;3.0
Tenerife;Getafe;4.0;3.0
Xerez;Santander;5.0;4.0
Barcelona;Xerez;1.0;0.0
Xerez;Almeria;2.0;3.0
Valencia;Xerez;2.0;0.0
Tenerife;Almeria;3.0;2.0
Xerez;Zaragoza;2.0;1.0
Osasuna;Xerez;2.0;1.0
Almeria;Sociedad;16.0;14.0
Getafe;Hercules;0.0;1.0
Hercules;Villarreal;3.0;4.0
Almeria;Hercules;2.0;1.0
Osasuna;Hercules;0.0;0.0
Hercules;Levante;3.0;3.0
Hercules;Malaga;4.0;3.0
Sp Gijon;Levante;10.0;9.0
Mallorca;Hercules;2.0;1.0
Sociedad;Almeria;10.0;8.0
Hercules;Getafe;3.0;4.0
Villarreal;Hercules;2.0;1.0
Hercules;Almeria;3.0;4.0
Hercules;Osasuna;7.0;6.0
Levante;Hercules;4.0;3.0
Levante;Sp Gijon;4.0;6.0
Malaga;Hercules;5.0;3.0
Hercules;Mallorca;5.0;4.0
Granada;Betis;23.0;23.0
Malaga;Granada;12.0;15.0
Granada;Villarreal;29.0;32.0
Getafe;Vallecano;23.0;31.0
Sociedad;Granada;23.0;16.0
Vallecano;Levante;24.0;17.0
Granada;Osasuna;14.0;16.0
Valencia;Granada;13.0;7.0
Granada;Ath Madrid;40.0;46.0
Sp Gijon;Granada;8.0;8.0
Granada;Barcelona;43.0;41.0
Sevilla;Granada;19.0;20.0
Granada;Santander;0.0;1.0
Ath Bilbao;Granada;22.0;25.0
Granada;Zaragoza;3.0;7.0
Granada;Mallorca;11.0;5.0
Getafe;Granada;23.0;26.0
Granada;Levante;25.0;25.0
Real Madrid;Granada;10.0;3.0
Granada;Vallecano;23.0;29.0
Espanol;Granada;14.0;16.0
Betis;Granada;21.0;23.0
Granada;Malaga;21.0;18.0
Vallecano;Getafe;11.0;13.0
Villarreal;Granada;13.0;11.0
Granada;Sociedad;35.0;37.0
Levante;Vallecano;29.0;23.0
Osasuna;Granada;19.0;22.0
Granada;Valencia;31.0;43.0
Ath Madrid;Granada;8.0;7.0
Granada;Sp Gijon;9.0;8.0
Barcelona;Granada;13.0;11.0
Granada;Sevilla;34.0;32.0
Santander;Granada;1.0;4.0
Mallorca;Granada;21.0;20.0
Granada;Ath Bilbao;21.0;25.0
Zaragoza;Granada;2.0;4.0
Granada;Getafe;22.0;17.0
Levante;Granada;23.0;19.0
Granada;Espanol;20.0;28.0
Granada;Real Madrid;55.0;51.0
Vallecano;Granada;11.0;8.0
Granada;La Coruna;6.0;5.0
Granada;Celta;22.0;30.0
Valladolid;Granada;12.0;14.0
La Coruna;Granada;11.0;14.0
Celta;Granada;12.0;12.0
Granada;Valladolid;8.0;8.0
Vallecano;Elche;15.0;15.0
Elche;Sociedad;19.0;25.0
Almeria;Elche;8.0;9.0
Elche;Valladolid;8.0;8.0
Osasuna;Elche;7.0;5.0
Elche;Real Madrid;26.0;26.0
Celta;Elche;6.0;11.0
Elche;Espanol;12.0;9.0
Almeria;Vallecano;12.0;18.0
Betis;Elche;7.0;8.0
Elche;Granada;7.0;17.0
Ath Bilbao;Elche;11.0;12.0
Elche;Villarreal;16.0;16.0
Getafe;Elche;9.0;13.0
Elche;Valencia;19.0;22.0
Celta;Almeria;13.0;8.0
Elche;Ath Madrid;18.0;27.0
Levante;Elche;6.0;10.0
Elche;Malaga;4.0;6.0
Almeria;Granada;3.0;2.0
Barcelona;Elche;3.0;1.0
Elche;Sevilla;19.0;21.0
Elche;Vallecano;10.0;9.0
Sociedad;Elche;3.0;4.0
Elche;Almeria;7.0;6.0
Valladolid;Elche;7.0;5.0
Elche;Osasuna;11.0;14.0
Real Madrid;Elche;7.0;2.0
Elche;Celta;9.0;17.0
Espanol;Elche;12.0;12.0
Vallecano;Almeria;4.0;3.0
Elche;Betis;14.0;14.0
Granada;Elche;3.0;5.0
Elche;Ath Bilbao;13.0;15.0
Villarreal;Elche;10.0;10.0
Elche;Getafe;9.0;13.0
Valencia;Elche;9.0;7.0
Ath Madrid;Elche;2.0;3.0
Almeria;Celta;15.0;11.0
Elche;Levante;8.0;10.0
Malaga;Elche;4.0;6.0
Elche;Barcelona;30.0;28.0
Granada;Almeria;11.0;11.0
Sevilla;Elche;6.0;6.0
Eibar;Sociedad;19.0;22.0
Real Madrid;Cordoba;1.0;0.0
Ath Madrid;Eibar;11.0;5.0
Cordoba;Celta;2.0;4.0
Almeria;Cordoba;2.0;1.0
Eibar;La Coruna;10.0;15.0
Elche;Eibar;2.0;3.0
Cordoba;Sevilla;6.0;6.0
Eibar;Villarreal;22.0;24.0
Valencia;Cordoba;1.0;0.0
Ath Bilbao;Eibar;11.0;9.0
Cordoba;Espanol;1.0;4.0
Getafe;Cordoba;2.0;1.0
Eibar;Levante;20.0;18.0
Barcelona;Eibar;7.0;2.0
Cordoba;Malaga;4.0;6.0
Cordoba;Sociedad;4.0;4.0
Eibar;Granada;9.0;5.0
Ath Madrid;Cordoba;2.0;0.0
Vallecano;Eibar;8.0;10.0
Cordoba;La Coruna;1.0;2.0
Malaga;Eibar;9.0;11.0
Eibar;Real Madrid;37.0;37.0
Elche;Cordoba;2.0;1.0
Celta;Eibar;11.0;19.0
Cordoba;Villarreal;2.0;4.0
Ath Bilbao;Cordoba;1.0;3.0
Eibar;Almeria;4.0;3.0
Cordoba;Levante;1.0;4.0
Sevilla;Eibar;15.0;13.0
La Coruna;Elche;4.0;3.0
Barcelona;Cordoba;0.0;0.0
Eibar;Valencia;16.0;19.0
Espanol;Eibar;20.0;20.0
Cordoba;Granada;2.0;3.0
Eibar;Getafe;11.0;15.0
Vallecano;Cordoba;2.0;3.0
Cordoba;Eibar;4.0;4.0
Cordoba;Real Madrid;4.0;6.0
Sociedad;Eibar;15.0;16.0
Celta;Cordoba;1.0;1.0
Eibar;Ath Madrid;28.0;35.0
La Coruna;Eibar;6.0;6.0
Cordoba;Almeria;3.0;4.0
Sevilla;Cordoba;1.0;0.0
Eibar;Elche;3.0;9.0
Cordoba;Valencia;5.0;6.0
Villarreal;Eibar;13.0;15.0
Espanol;Cordoba;0.0;1.0
Eibar;Ath Bilbao;19.0;27.0
Levante;Eibar;21.0;12.0
Cordoba;Getafe;3.0;4.0
Eibar;Barcelona;43.0;38.0
Malaga;Cordoba;1.0;0.0
Granada;Eibar;23.0;23.0
Sociedad;Cordoba;2.0;1.0
Eibar;Vallecano;7.0;7.0
Cordoba;Ath Madrid;6.0;6.0
Eibar;Malaga;7.0;11.0
La Coruna;Cordoba;1.0;2.0
Real Madrid;Eibar;9.0;4.0
Cordoba;Elche;4.0;4.0
