home;away;weight1;weight2
Atl. Sorocaba;Mogi Mirim;6.0;4.0
Oeste;Bragantino;5.0;5.0
Linense;Penapolense;4.0;4.0
Uniao Barbarense;Ponte Preta;1.0;1.0
Guarani;Paulista;2.0;3.0
Uniao Barbarense;Sao Caetano;0.0;1.0
Paulista;Ponte Preta;1.0;3.0
Mogi Mirim;Mirassol;1.0;0.0
Sao Caetano;Piracicaba;2.0;1.0
Linense;Uniao Barbarense;3.0;3.0
Paulista;Sao Paulo;4.0;6.0
Bragantino;Paulista;2.0;1.0
Mirassol;Penapolense;1.0;3.0
Guarani;Atl. Sorocaba;3.0;3.0
Uniao Barbarense;Sao Bernardo;0.0;1.0
Sao Caetano;Mogi Mirim;2.0;3.0
Oeste;Santos;9.0;9.0
Piracicaba;Bragantino;1.0;3.0
Ituano;Uniao Barbarense;0.0;1.0
Penapolense;Guarani;0.0;0.0
Linense;Oeste;1.0;0.0
Atl. Sorocaba;Mirassol;2.0;0.0
Uniao Barbarense;Sao Paulo;2.0;3.0
Penapolense;Sao Caetano;1.0;1.0
Uniao Barbarense;Santos;4.0;3.0
Sao Caetano;Paulista;2.0;3.0
Oeste;Sao Bernardo;10.0;9.0
Mogi Mirim;Sao Paulo;6.0;6.0
Guarani;Uniao Barbarense;3.0;3.0
Guarani;Oeste;5.0;5.0
Oeste;Novorizontino;5.0;5.0
Sao Caetano;Oeste;4.0;4.0
Oeste;Sao Bento;0.0;0.0
Oeste;RB Brasil;4.0;3.0
Ferroviaria;Sao Caetano;1.0;3.0
Guarani;RB Brasil;2.0;3.0
Guarani;Mirassol;11.0;14.0
RB Brasil;Mirassol;10.0;12.0
Sao Bernardo;Novorizontino;3.0;3.0
Linense;Mirassol;7.0;7.0
Audax-SP;Ferroviaria;1.0;1.0
Sao Bernardo;Santo Andre;1.0;3.0
Audax-SP;Botafogo SP;5.0;5.0
Novorizontino;Linense;7.0;4.0
Linense;Sao Bento;2.0;2.0
Sao Bento;Audax-SP;2.0;3.0
Audax-SP;Novorizontino;5.0;4.0
Santo Andre;Audax-SP;1.0;0.0
Botafogo SP;Rio Claro;3.0;4.0
RB Brasil;Capivariano;0.0;0.0
Marilia;Corinthians;3.0;3.0
Portuguesa;Ponte Preta;2.0;0.0
Sao Bento;Portuguesa;2.0;2.0
Capivariano;Sao Paulo;4.0;3.0
Penapolense;RB Brasil;1.0;1.0
Rio Claro;Marilia;1.0;0.0
Marilia;Sao Bento;3.0;3.0
Bragantino;Mogi Mirim;6.0;6.0
Portuguesa;Audax-SP;5.0;4.0
Sao Bernardo;Penapolense;4.0;6.0
Mogi Mirim;Capivariano;3.0;1.0
Rio Claro;Palmeiras;6.0;6.0
Marilia;Ponte Preta;2.0;3.0
Capivariano;Ituano;2.0;4.0
Rio Claro;Portuguesa;4.0;4.0
Audax-SP;Marilia;1.0;1.0
Marilia;Capivariano;3.0;3.0
Mogi Mirim;Rio Claro;0.0;0.0
Capivariano;Palmeiras;6.0;6.0
Penapolense;Marilia;1.0;0.0
Botafogo SP;Piracicaba;7.0;7.0
Piracicaba;Marilia;1.0;1.0
Capivariano;Linense;6.0;3.0
RB Brasil;Rio Claro;0.0;0.0
Portuguesa;Piracicaba;3.0;6.0
Marilia;Bragantino;1.0;3.0
Santos;Marilia;1.0;0.0
Capivariano;Portuguesa;1.0;0.0
Penapolense;Botafogo SP;6.0;9.0
Marilia;Sao Paulo;3.0;3.0
RB Brasil;Marilia;0.0;0.0
Capivariano;Audax-SP;3.0;3.0
Portuguesa;Ituano;1.0;3.0
Marilia;Mogi Mirim;2.0;3.0
Sao Bernardo;Portuguesa;0.0;1.0
Piracicaba;Audax-SP;0.0;0.0
RB Brasil;Portuguesa;0.0;0.0
Ituano;Marilia;1.0;0.0
Bragantino;Rio Claro;2.0;3.0
Portuguesa;Sao Paulo;7.0;7.0
Marilia;Sao Bernardo;4.0;3.0
Sao Bento;Penapolense;0.0;0.0
Ponte Preta;Capivariano;3.0;4.0
Audax-SP;Paulista;0.0;1.0
Atl. Sorocaba;Rio Claro;1.0;3.0
Comercial;Mogi Mirim;2.0;3.0
Penapolense;Oeste;3.0;6.0
Oeste;Atl. Sorocaba;2.0;4.0
Palmeiras;Comercial;0.0;0.0
Comercial;Bragantino;1.0;0.0
Ituano;Paulista;4.0;0.0
Botafogo SP;Portuguesa;1.0;0.0
Comercial;Oeste;1.0;1.0
Rio Claro;Comercial;1.0;0.0
Atl. Sorocaba;Bragantino;3.0;3.0
Ponte Preta;Comercial;0.0;0.0
Portuguesa;Atl. Sorocaba;1.0;0.0
Linense;Portuguesa;4.0;3.0
Atl. Sorocaba;Sao Bernardo;5.0;4.0
Comercial;Santos;2.0;3.0
Sao Bernardo;Comercial;0.0;1.0
Paulista;Linense;4.0;6.0
Paulista;Comercial;3.0;3.0
Rio Claro;Corinthians;3.0;3.0
Comercial;Portuguesa;2.0;3.0
Atl. Sorocaba;Paulista;5.0;3.0
Comercial;Corinthians;3.0;3.0
Audax-SP;Atl. Sorocaba;2.0;1.0
Paulista;Rio Claro;2.0;3.0
Botafogo SP;Atl. Sorocaba;2.0;1.0
Ituano;Comercial;2.0;3.0
Piracicaba;Penapolense;2.0;3.0
Portuguesa;Palmeiras;1.0;3.0
Atl. Sorocaba;Ituano;1.0;2.0
Comercial;Botafogo SP;1.0;3.0
Mogi Mirim;Sao Bernardo;3.0;2.0
Piracicaba;Atl. Sorocaba;1.0;1.0
Portuguesa;Oeste;1.0;3.0
Paulista;Mogi Mirim;6.0;4.0
Audax-SP;Comercial;0.0;0.0
Comercial;Piracicaba;1.0;1.0
Atl. Sorocaba;Corinthians;5.0;6.0
Mogi Mirim;Ferroviaria;2.0;3.0
Novorizontino;Sao Bento;2.0;4.0
Rio Claro;Ferroviaria;3.0;3.0
Agua Santa;Piracicaba;0.0;1.0
Capivariano;Agua Santa;4.0;3.0
Agua Santa;Audax-SP;1.0;0.0
Agua Santa;Linense;4.0;3.0
Rio Claro;Oeste;1.0;0.0
Sao Bento;Agua Santa;3.0;2.0
Agua Santa;Oeste;1.0;3.0
Rio Claro;Sao Bento;3.0;3.0
Agua Santa;Santos;4.0;7.0
Novorizontino;Capivariano;2.0;1.0
Oeste;Mogi Mirim;1.0;4.0
Piracicaba;Novorizontino;1.0;1.0
Capivariano;Oeste;1.0;0.0
Novorizontino;Mogi Mirim;0.0;0.0
Agua Santa;Ponte Preta;7.0;3.0
Rio Claro;Novorizontino;2.0;3.0
Santos;Capivariano;3.0;0.0
Ferroviaria;Linense;1.0;1.0
Sao Caetano;Santo Andre;0.0;1.0
Sao Caetano;Inter de Limeira;1.0;3.0
Inter de Limeira;Sao Bento;3.0;6.0
Guarani;Inter de Limeira;2.0;3.0
Agua Santa;Guarani;0.0;1.0
Oeste;Santo Andre;0.0;0.0
Oeste;Inter de Limeira;2.0;3.0
Portuguesa;Agua Santa;2.0;3.0
Inter de Limeira;Portuguesa;0.0;0.0
Portuguesa;Guarani;4.0;6.0
Ferroviaria;Portuguesa;1.0;1.0
Portuguesa;Mirassol;1.0;0.0
RB Brasil;Sao Caetano;1.0;1.0
Sao Caetano;Santos;3.0;4.0
Piracicaba;Uniao Barbarense;1.0;1.0
Guarani;Linense;2.0;3.0
Sao Caetano;Atl. Sorocaba;1.0;0.0
Uniao Barbarense;Mirassol;1.0;0.0
Atl. Sorocaba;Sao Paulo;2.0;3.0
Uniao Barbarense;Paulista;1.0;3.0
Mirassol;Paulista;1.0;1.0
Sao Caetano;Sao Bernardo;4.0;3.0
Uniao Barbarense;Atl. Sorocaba;4.0;3.0
Uniao Barbarense;Penapolense;2.0;3.0
Sao Caetano;Guarani;5.0;6.0
Botafogo SP;Uniao Barbarense;1.0;1.0
Paulista;Santos;1.0;0.0
Atl. Sorocaba;Penapolense;1.0;1.0
Mogi Mirim;Uniao Barbarense;1.0;0.0
Guarani;Piracicaba;2.0;0.0
Paulista;Sao Bernardo;0.0;1.0
Linense;Atl. Sorocaba;2.0;0.0
Uniao Barbarense;Palmeiras;1.0;3.0
Mirassol;Piracicaba;2.0;1.0
Uniao Barbarense;Oeste;2.0;3.0
Mogi Mirim;Guarani;0.0;0.0
Bragantino;Uniao Barbarense;0.0;1.0
Uniao Barbarense;Corinthians;3.0;3.0
Ponte Preta;Uniao Barbarense;1.0;1.0
Paulista;Guarani;1.0;0.0
Sao Caetano;Uniao Barbarense;0.0;1.0
Ponte Preta;Paulista;0.0;0.0
Mirassol;Mogi Mirim;3.0;3.0
Piracicaba;Sao Caetano;2.0;1.0
Uniao Barbarense;Linense;2.0;0.0
Penapolense;Mirassol;0.0;0.0
Atl. Sorocaba;Guarani;0.0;0.0
Sao Bernardo;Uniao Barbarense;0.0;1.0
Mogi Mirim;Sao Caetano;0.0;0.0
Uniao Barbarense;Ituano;0.0;1.0
Guarani;Penapolense;3.0;3.0
Mirassol;Atl. Sorocaba;3.0;3.0
Sao Paulo;Uniao Barbarense;1.0;0.0
Sao Caetano;Penapolense;1.0;1.0
Santos;Uniao Barbarense;0.0;0.0
Paulista;Sao Caetano;0.0;0.0
Uniao Barbarense;Guarani;1.0;0.0
Sao Bento;Oeste;1.0;3.0
RB Brasil;Guarani;1.0;0.0
