home;away;weight1;weight2
Goiás EC;Palmeiras;18.0;12.0
Goiás EC;Coritiba FC;25.0;20.0
Goiás EC;Fortaleza;10.0;10.0
Goiás EC;Flamengo;22.0;26.0
Juventude;Paysandu SC;10.0;15.0
Juventude;Brasiliense-DF;7.0;7.0
Juventude;Figueirense FC;9.0;13.0
Juventude;São Paulo;37.0;39.0
Juventude;Paraná;13.0;12.0
Juventude;Internacional;35.0;39.0
Juventude;Flamengo;28.0;27.0
Juventude;Fortaleza;20.0;18.0
Palmeiras;Brasiliense-DF;17.0;21.0
Palmeiras;São Caetano;33.0;36.0
Palmeiras;Figueirense FC;23.0;30.0
Santos FC;São Caetano;27.0;28.0
Fluminense;Fortaleza;15.0;18.0
Fluminense;Figueirense FC;9.0;8.0
Corinthians;Juventude;11.0;9.0
Corinthians;Figueirense FC;18.0;21.0
Coritiba FC;Paraná;7.0;8.0
Coritiba FC;São Caetano;5.0;8.0
Coritiba FC;Fortaleza;11.0;11.0
Paysandu SC;São Paulo;36.0;39.0
Paysandu SC;Palmeiras;16.0;13.0
Paysandu SC;Atlético-PR;30.0;32.0
Paysandu SC;Santos FC;7.0;7.0
Paysandu SC;Ponte Preta;36.0;28.0
Paysandu SC;Coritiba FC;22.0;18.0
Paysandu SC;Brasiliense-DF;3.0;1.0
Ponte Preta;Paysandu SC;31.0;28.0
Ponte Preta;Goiás EC;9.0;10.0
Ponte Preta;Figueirense FC;8.0;11.0
Ponte Preta;Fortaleza;4.0;3.0
Atlético-MG;São Caetano;6.0;6.0
Atlético-MG;Paysandu SC;6.0;4.0
Atlético-MG;Juventude;5.0;1.0
Atlético-MG;Fortaleza;10.0;8.0
Atlético-PR;Juventude;28.0;21.0
Atlético-PR;Paraná;20.0;20.0
São Caetano;Palmeiras;25.0;28.0
São Caetano;Fortaleza;7.0;7.0
São Caetano;Brasiliense-DF;7.0;5.0
São Caetano;Ponte Preta;12.0;14.0
São Caetano;Fluminense;7.0;15.0
Internacional;São Caetano;14.0;17.0
Internacional;Goiás EC;29.0;26.0
Internacional;Fluminense;28.0;25.0
Internacional;Ponte Preta;32.0;37.0
Vasco da Gama;Internacional;37.0;46.0
Brasiliense-DF;Vasco da Gama;4.0;4.0
Brasiliense-DF;Corinthians;26.0;30.0
Brasiliense-DF;Atlético-PR;19.0;17.0
Brasiliense-DF;Flamengo;7.0;10.0
Figueirense FC;São Caetano;28.0;27.0
Figueirense FC;Brasiliense-DF;23.0;22.0
Figueirense FC;Corinthians;32.0;36.0
Figueirense FC;Atlético-PR;35.0;33.0
Figueirense FC;Paraná;29.0;40.0
Paraná;Fortaleza;26.0;37.0
Paraná;Figueirense FC;7.0;14.0
Paraná;Coritiba FC;25.0;35.0
Paraná;Internacional;31.0;33.0
Botafogo;Juventude;10.0;6.0
Botafogo;Goiás EC;33.0;27.0
