nacao;campeonato;rodada;ano;dia;home;away;HGHT;AGHT;HGFT;AGFT;odd_home;odd_draw;odd_away;over25;endereco
BRAZIL;PAULISTA;ROUND 6;2014;05.02.2014;Piracicaba;Palmeiras;1;1;1;2;2.98;3.22;2.29;1.96;https://www.flashscore.com/match/00A6EntD/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2014;05.02.2014;Corinthians;Bragantino;0;2;0;2;1.5;3.95;6.32;1.96;https://www.flashscore.com/match/ABHgHldf/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2014;06.02.2014;Sao Paulo;Paulista;1;0;2;0;1.25;5.58;9.88;1.52;https://www.flashscore.com/match/jTLHL3mt/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2014;06.02.2014;Penapolense;Sao Bernardo;0;0;1;0;2.02;3.12;3.75;2.28;https://www.flashscore.com/match/23PLKN2n/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2014;06.02.2014;Mogi Mirim;Audax-SP;2;0;3;1;2.4;3.2;2.7;1.83;https://www.flashscore.com/match/vi9AD6eJ/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2014;06.02.2014;Linense;Santos;0;0;1;2;3.5;3.28;2.02;2.0;https://www.flashscore.com/match/OIDUI1Xb/#/match-summary
BRAZIL;PAULISTA;ROUND 7;2014;07.02.2014;Oeste;Ituano;0;0;1;2;2.82;3.2;2.43;2.16;https://www.flashscore.com/match/SAAoFJWN/#/match-summary
BRAZIL;PAULISTA;ROUND 7;2014;08.02.2014;Rio Claro;Piracicaba;1;0;3;0;3.08;3.2;2.24;2.06;https://www.flashscore.com/match/MX9kEwnU/#/match-summary
BRAZIL;PAULISTA;ROUND 7;2014;08.02.2014;Bragantino;Botafogo SP;1;0;1;1;2.02;3.32;3.45;1.94;https://www.flashscore.com/match/E76sGaHH/#/match-summary
BRAZIL;PAULISTA;ROUND 7;2014;09.02.2014;Ponte Preta;Sao Paulo;1;0;2;1;4.75;3.68;1.67;2.03;https://www.flashscore.com/match/Q1ljIkbo/#/match-summary
BRAZIL;PAULISTA;ROUND 7;2014;09.02.2014;Palmeiras;Audax-SP;0;0;1;1;1.7;3.6;4.25;1.73;https://www.flashscore.com/match/OtdH9cfo/#/match-summary
BRAZIL;PAULISTA;ROUND 7;2014;09.02.2014;Portuguesa;Linense;3;0;4;0;2.05;3.25;3.52;2.08;https://www.flashscore.com/match/CIj2Fmr4/#/match-summary
BRAZIL;PAULISTA;ROUND 7;2014;09.02.2014;Mogi Mirim;Corinthians;1;1;1;1;3.28;3.32;2.1;1.93;https://www.flashscore.com/match/WrHxHu2B/#/match-summary
BRAZIL;PAULISTA;ROUND 7;2014;11.02.2014;Sao Bernardo;Atl. Sorocaba;0;0;3;1;1.82;3.42;4.18;2.01;https://www.flashscore.com/match/bFnbGTSc/#/match-summary
BRAZIL;PAULISTA;ROUND 7;2014;11.02.2014;Santos;Comercial;2;0;2;0;1.3;4.75;10.12;1.64;https://www.flashscore.com/match/fst7E7cA/#/match-summary
BRAZIL;PAULISTA;ROUND 7;2014;11.02.2014;Paulista;Penapolense;1;1;1;2;2.53;3.18;2.68;2.2;https://www.flashscore.com/match/4hmfH9Di/#/match-summary
BRAZIL;PAULISTA;ROUND 1;2014;12.02.2014;Ponte Preta;Ituano;1;0;1;3;2.05;3.3;3.42;2.02;https://www.flashscore.com/match/MBQEU4VH/#/match-summary
BRAZIL;PAULISTA;ROUND 8;2014;13.02.2014;Botafogo SP;Mogi Mirim;1;0;3;1;2.17;3.35;3.08;1.78;https://www.flashscore.com/match/27qFCoSM/#/match-summary
BRAZIL;PAULISTA;ROUND 8;2014;14.02.2014;Piracicaba;Oeste;1;1;3;2;1.67;3.65;4.75;1.93;https://www.flashscore.com/match/nuLo7Pkp/#/match-summary
BRAZIL;PAULISTA;ROUND 8;2014;15.02.2014;Audax-SP;Rio Claro;0;0;0;0;1.52;3.8;5.5;1.86;https://www.flashscore.com/match/pQwk6q5j/#/match-summary
BRAZIL;PAULISTA;ROUND 8;2014;15.02.2014;Comercial;Sao Bernardo;0;0;0;0;2.3;3.1;3.05;2.18;https://www.flashscore.com/match/S8JmRpsG/#/match-summary
BRAZIL;PAULISTA;ROUND 8;2014;15.02.2014;Atl. Sorocaba;Ponte Preta;1;0;1;0;2.32;3.3;2.88;1.78;https://www.flashscore.com/match/feLuT6C3/#/match-summary
BRAZIL;PAULISTA;ROUND 8;2014;15.02.2014;Sao Paulo;Portuguesa;0;0;0;0;1.46;3.9;7.2;1.72;https://www.flashscore.com/match/bTRWUSsi/#/match-summary
BRAZIL;PAULISTA;ROUND 8;2014;16.02.2014;Corinthians;Palmeiras;0;0;1;1;2.78;3.18;2.45;2.09;https://www.flashscore.com/match/YXvBDRCG/#/match-summary
BRAZIL;PAULISTA;ROUND 8;2014;16.02.2014;Penapolense;Santos;1;1;4;1;3.52;3.28;2.05;2.0;https://www.flashscore.com/match/xKQzUncc/#/match-summary
BRAZIL;PAULISTA;ROUND 8;2014;16.02.2014;Linense;Paulista;1;0;1;0;1.58;3.6;5.85;2.04;https://www.flashscore.com/match/YoKqSQR9/#/match-summary
BRAZIL;PAULISTA;ROUND 8;2014;16.02.2014;Ituano;Bragantino;2;0;2;0;2.02;3.2;3.62;2.23;https://www.flashscore.com/match/tbrJB5sT/#/match-summary
BRAZIL;PAULISTA;ROUND 9;2014;18.02.2014;Rio Claro;Botafogo SP;1;0;3;1;2.72;3.25;2.45;1.98;https://www.flashscore.com/match/OzDdPOBS/#/match-summary
BRAZIL;PAULISTA;ROUND 9;2014;18.02.2014;Mogi Mirim;Piracicaba;0;0;1;1;2.3;3.3;2.9;1.83;https://www.flashscore.com/match/Y9bSJ2Zk/#/match-summary
BRAZIL;PAULISTA;ROUND 9;2014;19.02.2014;Audax-SP;Bragantino;0;0;1;0;1.8;3.25;4.15;2.04;https://www.flashscore.com/match/C0cWIMld/#/match-summary
BRAZIL;PAULISTA;ROUND 9;2014;19.02.2014;Ponte Preta;Linense;1;0;1;0;1.92;3.38;3.72;2.09;https://www.flashscore.com/match/0MwRv4BF/#/match-summary
BRAZIL;PAULISTA;ROUND 9;2014;19.02.2014;Penapolense;Portuguesa;1;1;2;1;2.22;3.22;3.12;2.0;https://www.flashscore.com/match/S8uJtQt3/#/match-summary
BRAZIL;PAULISTA;ROUND 9;2014;19.02.2014;Palmeiras;Ituano;0;0;1;0;1.5;3.8;6.62;1.9;https://www.flashscore.com/match/QqaOKrKq/#/match-summary
BRAZIL;PAULISTA;ROUND 9;2014;19.02.2014;Oeste;Corinthians;1;2;1;2;7.75;3.98;1.44;2.0;https://www.flashscore.com/match/tCNiQ4dM/#/match-summary
BRAZIL;PAULISTA;ROUND 9;2014;20.02.2014;Santos;Atl. Sorocaba;0;0;2;1;1.28;5.22;9.07;1.54;https://www.flashscore.com/match/MVvNupd9/#/match-summary
BRAZIL;PAULISTA;ROUND 9;2014;20.02.2014;Comercial;Paulista;3;0;3;0;2.03;3.32;3.45;2.07;https://www.flashscore.com/match/IcYVwOQL/#/match-summary
BRAZIL;PAULISTA;ROUND 9;2014;20.02.2014;Sao Bernardo;Sao Paulo;1;1;1;1;4.14;3.38;1.84;2.04;https://www.flashscore.com/match/E5yFs6Rd/#/match-summary
BRAZIL;PAULISTA;ROUND 10;2014;22.02.2014;Penapolense;Ponte Preta;1;0;1;2;2.2;3.15;3.1;2.16;https://www.flashscore.com/match/EP30g3Q8/#/match-summary
BRAZIL;PAULISTA;ROUND 10;2014;22.02.2014;Audax-SP;Oeste;1;0;1;0;1.5;3.6;6.3;1.97;https://www.flashscore.com/match/nJBEVaY1/#/match-summary
BRAZIL;PAULISTA;ROUND 10;2014;22.02.2014;Mogi Mirim;Ituano;0;0;0;1;2.35;3.15;2.98;1.9;https://www.flashscore.com/match/Q3N5XL3k/#/match-summary
BRAZIL;PAULISTA;ROUND 10;2014;22.02.2014;Bragantino;Piracicaba;0;0;1;0;2.46;3.15;2.82;2.09;https://www.flashscore.com/match/8SCAWuJe/#/match-summary
BRAZIL;PAULISTA;ROUND 10;2014;22.02.2014;Corinthians;Rio Claro;2;0;3;2;1.37;4.65;7.4;1.9;https://www.flashscore.com/match/dlXZxrtS/#/match-summary
BRAZIL;PAULISTA;ROUND 10;2014;23.02.2014;Sao Paulo;Santos;0;0;0;0;2.15;3.3;3.2;1.98;https://www.flashscore.com/match/zZ4dfqB2/#/match-summary
BRAZIL;PAULISTA;ROUND 10;2014;23.02.2014;Portuguesa;Comercial;0;0;2;1;1.64;3.62;5.12;1.96;https://www.flashscore.com/match/2mLxzFPm/#/match-summary
BRAZIL;PAULISTA;ROUND 10;2014;23.02.2014;Paulista;Atl. Sorocaba;2;0;2;3;2.22;3.25;3.1;1.98;https://www.flashscore.com/match/dlg5hNuF/#/match-summary
BRAZIL;PAULISTA;ROUND 10;2014;23.02.2014;Linense;Sao Bernardo;0;2;1;3;2.39;3.1;2.92;2.16;https://www.flashscore.com/match/8QLYzeAs/#/match-summary
BRAZIL;PAULISTA;ROUND 10;2014;23.02.2014;Botafogo SP;Palmeiras;3;1;3;1;3.25;3.22;2.16;1.89;https://www.flashscore.com/match/ETJ1Y1lq/#/match-summary
BRAZIL;PAULISTA;ROUND 11;2014;26.02.2014;Portuguesa;Mogi Mirim;1;0;2;0;1.75;3.5;4.5;1.78;https://www.flashscore.com/match/lKBCnh9g/#/match-summary
BRAZIL;PAULISTA;ROUND 11;2014;26.02.2014;Piracicaba;Sao Paulo;1;1;1;3;3.18;3.22;2.2;2.04;https://www.flashscore.com/match/tEloWWOC/#/match-summary
BRAZIL;PAULISTA;ROUND 11;2014;26.02.2014;Corinthians;Comercial;1;0;3;0;1.28;5.03;10.02;1.78;https://www.flashscore.com/match/tvKtZYvf/#/match-summary
BRAZIL;PAULISTA;ROUND 11;2014;27.02.2014;Palmeiras;Sao Bernardo;1;0;2;0;1.44;4.1;6.88;1.9;https://www.flashscore.com/match/6eM7mYgm/#/match-summary
BRAZIL;PAULISTA;ROUND 11;2014;27.02.2014;Santos;Bragantino;1;0;5;0;1.39;4.38;7.6;1.81;https://www.flashscore.com/match/dMWXgzHJ/#/match-summary
BRAZIL;PAULISTA;ROUND 11;2014;28.02.2014;Ituano;Linense;0;0;1;0;1.72;3.45;4.75;2.13;https://www.flashscore.com/match/niksXC96/#/match-summary
BRAZIL;PAULISTA;ROUND 11;2014;28.02.2014;Atl. Sorocaba;Audax-SP;0;0;2;2;3.1;3.2;2.15;1.97;https://www.flashscore.com/match/fHhkVjvJ/#/match-summary
BRAZIL;PAULISTA;ROUND 11;2014;01.03.2014;Rio Claro;Paulista;2;0;2;0;1.69;3.55;4.45;1.93;https://www.flashscore.com/match/S4N3lEvs/#/match-summary
BRAZIL;PAULISTA;ROUND 11;2014;01.03.2014;Ponte Preta;Oeste;2;1;2;1;1.5;3.78;5.98;1.98;https://www.flashscore.com/match/zDVygfWP/#/match-summary
BRAZIL;PAULISTA;ROUND 11;2014;01.03.2014;Botafogo SP;Penapolense;2;0;2;1;1.88;3.28;3.85;1.81;https://www.flashscore.com/match/80jwYhf0/#/match-summary
BRAZIL;PAULISTA;ROUND 12;2014;05.03.2014;Oeste;Paulista;2;0;2;1;1.85;3.35;4.12;1.93;https://www.flashscore.com/match/2Nyn1iOn/#/match-summary
BRAZIL;PAULISTA;ROUND 12;2014;05.03.2014;Atl. Sorocaba;Botafogo SP;0;1;0;1;2.78;3.32;2.35;1.7;https://www.flashscore.com/match/fHEKpWw6/#/match-summary
BRAZIL;PAULISTA;ROUND 12;2014;05.03.2014;Sao Bernardo;Rio Claro;3;1;5;5;1.92;3.38;3.8;2.09;https://www.flashscore.com/match/tEzj0Bwg/#/match-summary
BRAZIL;PAULISTA;ROUND 12;2014;05.03.2014;Comercial;Ituano;2;0;2;0;2.95;3.1;2.38;2.28;https://www.flashscore.com/match/Y7DOqjgC/#/match-summary
BRAZIL;PAULISTA;ROUND 12;2014;05.03.2014;Bragantino;Ponte Preta;2;0;2;0;2.4;3.15;2.88;2.26;https://www.flashscore.com/match/Kbns2X8t/#/match-summary
BRAZIL;PAULISTA;ROUND 12;2014;05.03.2014;Sao Paulo;Audax-SP;0;0;4;0;1.6;3.6;5.05;1.91;https://www.flashscore.com/match/UZ6XsUNO/#/match-summary
BRAZIL;PAULISTA;ROUND 12;2014;05.03.2014;Linense;Corinthians;0;3;0;4;4.6;3.45;1.74;2.04;https://www.flashscore.com/match/0fFGoCOa/#/match-summary
BRAZIL;PAULISTA;ROUND 12;2014;06.03.2014;Penapolense;Piracicaba;0;0;0;2;2.28;3.2;3.05;2.03;https://www.flashscore.com/match/jq8TrA8I/#/match-summary
BRAZIL;PAULISTA;ROUND 12;2014;06.03.2014;Palmeiras;Portuguesa;0;0;1;0;1.56;3.75;5.72;1.82;https://www.flashscore.com/match/AgO2c9NB/#/match-summary
BRAZIL;PAULISTA;ROUND 12;2014;06.03.2014;Mogi Mirim;Santos;1;1;2;5;5.4;3.75;1.58;1.6;https://www.flashscore.com/match/rweF6D0P/#/match-summary
BRAZIL;PAULISTA;ROUND 13;2014;08.03.2014;Ponte Preta;Rio Claro;1;1;2;1;1.77;3.6;4.22;1.81;https://www.flashscore.com/match/SrEWClNb/#/match-summary
BRAZIL;PAULISTA;ROUND 13;2014;08.03.2014;Ituano;Atl. Sorocaba;1;0;1;1;1.61;3.78;5.15;1.98;https://www.flashscore.com/match/dAQEf77U/#/match-summary
BRAZIL;PAULISTA;ROUND 13;2014;08.03.2014;Botafogo SP;Comercial;1;0;1;0;1.81;3.6;3.95;1.81;https://www.flashscore.com/match/IJRAemhO/#/match-summary
BRAZIL;PAULISTA;ROUND 13;2014;09.03.2014;Corinthians;Sao Paulo;1;1;2;3;2.3;3.18;3.0;2.18;https://www.flashscore.com/match/OdS6dTxI/#/match-summary
BRAZIL;PAULISTA;ROUND 13;2014;09.03.2014;Sao Bernardo;Mogi Mirim;0;0;1;1;1.85;3.45;3.98;1.84;https://www.flashscore.com/match/lb2uBSiB/#/match-summary
BRAZIL;PAULISTA;ROUND 13;2014;09.03.2014;Santos;Oeste;1;0;4;1;1.29;5.12;9.25;1.58;https://www.flashscore.com/match/UceTDU7h/#/match-summary
BRAZIL;PAULISTA;ROUND 13;2014;09.03.2014;Paulista;Palmeiras;1;1;1;3;7.12;4.18;1.42;1.88;https://www.flashscore.com/match/A73yC8x5/#/match-summary
BRAZIL;PAULISTA;ROUND 13;2014;11.03.2014;Piracicaba;Linense;2;0;2;0;1.72;3.55;4.53;1.86;https://www.flashscore.com/match/dpcLFjwt/#/match-summary
BRAZIL;PAULISTA;ROUND 13;2014;11.03.2014;Audax-SP;Penapolense;2;0;2;0;1.85;3.4;3.75;2.04;https://www.flashscore.com/match/zydPEAhn/#/match-summary
BRAZIL;PAULISTA;ROUND 13;2014;12.03.2014;Portuguesa;Bragantino;1;0;3;1;1.88;3.4;3.88;2.03;https://www.flashscore.com/match/IX6qAn7H/#/match-summary
BRAZIL;PAULISTA;ROUND 14;2014;15.03.2014;Palmeiras;Ponte Preta;0;1;3;2;1.7;3.5;4.78;2.01;https://www.flashscore.com/match/S4k7PR64/#/match-summary
BRAZIL;PAULISTA;ROUND 14;2014;15.03.2014;Linense;Botafogo SP;0;0;1;0;2.44;3.2;2.8;1.9;https://www.flashscore.com/match/vmeh8QyU/#/match-summary
BRAZIL;PAULISTA;ROUND 14;2014;15.03.2014;Bragantino;Sao Bernardo;1;0;2;1;2.13;3.28;3.25;2.01;https://www.flashscore.com/match/zVhFN5yH/#/match-summary
BRAZIL;PAULISTA;ROUND 14;2014;15.03.2014;Atl. Sorocaba;Piracicaba;1;1;1;1;2.18;3.3;3.12;1.83;https://www.flashscore.com/match/UBz2STMo/#/match-summary
BRAZIL;PAULISTA;ROUND 14;2014;16.03.2014;Sao Paulo;Ituano;0;1;0;1;1.93;3.4;3.75;1.96;https://www.flashscore.com/match/G8nK3ppo/#/match-summary
BRAZIL;PAULISTA;ROUND 14;2014;16.03.2014;Penapolense;Corinthians;0;0;0;0;5.15;3.62;1.64;1.93;https://www.flashscore.com/match/dO5m96MN/#/match-summary
BRAZIL;PAULISTA;ROUND 14;2014;16.03.2014;Rio Claro;Santos;1;1;3;3;4.16;3.6;1.78;1.65;https://www.flashscore.com/match/lEj3Q7ib/#/match-summary
BRAZIL;PAULISTA;ROUND 14;2014;18.03.2014;Oeste;Portuguesa;1;0;1;0;2.55;3.18;2.62;2.0;https://www.flashscore.com/match/GS6q6w6q/#/match-summary
BRAZIL;PAULISTA;ROUND 14;2014;18.03.2014;Mogi Mirim;Paulista;1;2;4;4;1.37;4.47;7.6;1.6;https://www.flashscore.com/match/MRlBOoMA/#/match-summary
BRAZIL;PAULISTA;ROUND 14;2014;18.03.2014;Comercial;Audax-SP;0;2;0;3;2.6;3.2;2.45;2.04;https://www.flashscore.com/match/82Z5Rmxh/#/match-summary
BRAZIL;PAULISTA;ROUND 15;2014;23.03.2014;Sao Bernardo;Oeste;4;2;5;2;2.45;3.28;2.68;1.9;https://www.flashscore.com/match/8MVMJdzq/#/match-summary
BRAZIL;PAULISTA;ROUND 15;2014;23.03.2014;Santos;Palmeiras;2;0;2;1;2.12;3.22;3.25;1.81;https://www.flashscore.com/match/AojnQbcF/#/match-summary
