nacao;campeonato;rodada;ano;dia;home;away;HGHT;AGHT;HGFT;AGFT;odd_home;odd_draw;odd_away;over25;endereco
BRAZIL;PAULISTA;ROUND 3;2019;26.01.2019;Corinthians;Ponte Preta;0;0;1;0;1.82;3.17;4.65;2.67;https://www.flashscore.com/match/vuNcNLOL/#/match-summary
BRAZIL;PAULISTA;ROUND 3;2019;27.01.2019;Santos;Sao Paulo;1;0;2;0;2.72;2.99;2.61;2.28;https://www.flashscore.com/match/bP3UHanq/#/match-summary
BRAZIL;PAULISTA;ROUND 3;2019;27.01.2019;Sao Caetano;Palmeiras;0;1;0;2;8.11;4.02;1.42;2.26;https://www.flashscore.com/match/hrR1MuvS/#/match-summary
BRAZIL;PAULISTA;ROUND 3;2019;27.01.2019;Mirassol;Novorizontino;0;0;0;0;2.71;3.06;2.57;2.22;https://www.flashscore.com/match/bLmTx1O8/#/match-summary
BRAZIL;PAULISTA;ROUND 3;2019;27.01.2019;RB Brasil;Bragantino;0;1;1;1;2.34;2.94;3.16;2.63;https://www.flashscore.com/match/6k7xGwHe/#/match-summary
BRAZIL;PAULISTA;ROUND 3;2019;28.01.2019;Ituano;Sao Bento;0;0;2;0;2.49;3.06;2.86;2.35;https://www.flashscore.com/match/pt6tFcW1/#/match-summary
BRAZIL;PAULISTA;ROUND 3;2019;28.01.2019;Botafogo SP;Ferroviaria;0;1;1;2;1.97;3.12;3.95;2.42;https://www.flashscore.com/match/nopPws92/#/match-summary
BRAZIL;PAULISTA;ROUND 4;2019;30.01.2019;Ponte Preta;Mirassol;1;0;3;0;1.85;3.23;4.42;2.43;https://www.flashscore.com/match/GOdMFUMC/#/match-summary
BRAZIL;PAULISTA;ROUND 4;2019;30.01.2019;Corinthians;RB Brasil;0;0;0;2;1.68;3.39;5.32;2.4;https://www.flashscore.com/match/hrmXyLwF/#/match-summary
BRAZIL;PAULISTA;ROUND 4;2019;30.01.2019;Oeste;Palmeiras;0;0;0;1;6.24;3.8;1.52;2.19;https://www.flashscore.com/match/U7A0Kh8s/#/match-summary
BRAZIL;PAULISTA;ROUND 4;2019;31.01.2019;Novorizontino;Botafogo SP;0;0;1;0;2.38;2.98;3.07;2.38;https://www.flashscore.com/match/fFeQElxJ/#/match-summary
BRAZIL;PAULISTA;ROUND 4;2019;31.01.2019;Sao Bento;Sao Caetano;0;1;1;1;2.42;2.96;3.11;2.41;https://www.flashscore.com/match/Ya7HGA76/#/match-summary
BRAZIL;PAULISTA;ROUND 4;2019;31.01.2019;Bragantino;Santos;0;3;1;4;7.86;3.96;1.44;2.36;https://www.flashscore.com/match/QZ39IWxf/#/match-summary
BRAZIL;PAULISTA;ROUND 4;2019;31.01.2019;Sao Paulo;Guarani;0;1;0;1;1.38;4.26;8.09;2.04;https://www.flashscore.com/match/nq55JCNm/#/match-summary
BRAZIL;PAULISTA;ROUND 4;2019;31.01.2019;Ferroviaria;Ituano;1;0;2;1;2.05;3.17;3.62;2.28;https://www.flashscore.com/match/Kd3DHjh0/#/match-summary
BRAZIL;PAULISTA;ROUND 5;2019;02.02.2019;Palmeiras;Corinthians;0;1;0;1;1.48;3.93;6.66;2.37;https://www.flashscore.com/match/MLq8wYEJ/#/match-summary
BRAZIL;PAULISTA;ROUND 5;2019;03.02.2019;Mirassol;Guarani;1;0;2;2;2.3;3.1;3.05;2.42;https://www.flashscore.com/match/KdPrXVim/#/match-summary
BRAZIL;PAULISTA;ROUND 5;2019;03.02.2019;Sao Paulo;Sao Bento;0;0;1;0;1.56;3.73;5.57;1.99;https://www.flashscore.com/match/0CrCxhUP/#/match-summary
BRAZIL;PAULISTA;ROUND 5;2019;03.02.2019;Ituano;Santos;4;1;5;1;6.64;3.8;1.49;2.24;https://www.flashscore.com/match/6gLvYBxs/#/match-summary
BRAZIL;PAULISTA;ROUND 5;2019;03.02.2019;Bragantino;Ponte Preta;1;0;2;1;2.88;2.96;2.49;2.87;https://www.flashscore.com/match/lxHaTmiC/#/match-summary
BRAZIL;PAULISTA;ROUND 5;2019;04.02.2019;Oeste;Novorizontino;2;0;2;2;2.34;2.98;3.13;2.51;https://www.flashscore.com/match/EJOnWk7g/#/match-summary
BRAZIL;PAULISTA;ROUND 5;2019;04.02.2019;Ferroviaria;RB Brasil;0;1;1;2;2.76;2.98;2.56;2.43;https://www.flashscore.com/match/hANjV9Ma/#/match-summary
BRAZIL;PAULISTA;ROUND 5;2019;05.02.2019;Botafogo SP;Sao Caetano;0;0;3;0;2.24;3.0;3.32;2.63;https://www.flashscore.com/match/AoIeUTy6/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2019;08.02.2019;RB Brasil;Ituano;0;1;2;1;2.15;3.08;3.47;2.52;https://www.flashscore.com/match/zmhUrTja/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2019;08.02.2019;Sao Bento;Ferroviaria;0;0;0;0;2.2;3.02;3.42;2.63;https://www.flashscore.com/match/hO2Pq9yg/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2019;09.02.2019;Santos;Mirassol;0;0;1;0;1.46;4.11;6.25;1.86;https://www.flashscore.com/match/pbaHoV6t/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2019;09.02.2019;Sao Caetano;Oeste;0;1;1;3;2.36;2.95;2.95;2.56;https://www.flashscore.com/match/ljdYsm65/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2019;09.02.2019;Ponte Preta;Sao Paulo;0;0;1;0;2.59;3.05;2.69;2.8;https://www.flashscore.com/match/rkDkjBbP/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2019;10.02.2019;Novorizontino;Corinthians;0;0;1;0;2.98;3.01;2.45;2.44;https://www.flashscore.com/match/raG3S76I/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2019;10.02.2019;Guarani;Botafogo SP;1;0;2;0;2.38;3.03;3.04;2.42;https://www.flashscore.com/match/EX3LpkMn/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2019;11.02.2019;Palmeiras;Bragantino;2;0;2;0;1.18;6.22;13.62;1.72;https://www.flashscore.com/match/tpZ6RRLO/#/match-summary
BRAZIL;PAULISTA;ROUND 7;2019;15.02.2019;Ituano;Mirassol;0;0;2;0;1.9;3.31;4.13;2.34;https://www.flashscore.com/match/hpv0dnLb/#/match-summary
BRAZIL;PAULISTA;ROUND 7;2019;15.02.2019;RB Brasil;Botafogo SP;2;1;3;1;1.83;3.22;4.53;2.42;https://www.flashscore.com/match/IRomalyt/#/match-summary
BRAZIL;PAULISTA;ROUND 7;2019;16.02.2019;Sao Caetano;Bragantino;1;4;4;4;2.11;3.18;3.48;2.35;https://www.flashscore.com/match/EgudcS5h/#/match-summary
BRAZIL;PAULISTA;ROUND 7;2019;16.02.2019;Novorizontino;Ponte Preta;0;0;0;0;2.49;2.87;3.04;2.72;https://www.flashscore.com/match/t6Asv55U/#/match-summary
BRAZIL;PAULISTA;ROUND 7;2019;17.02.2019;Ferroviaria;Palmeiras;0;0;0;0;5.91;3.77;1.54;2.29;https://www.flashscore.com/match/M3fttRzI/#/match-summary
BRAZIL;PAULISTA;ROUND 7;2019;17.02.2019;Corinthians;Sao Paulo;1;0;2;1;2.41;2.86;3.19;2.89;https://www.flashscore.com/match/rDexs7LB/#/match-summary
BRAZIL;PAULISTA;ROUND 7;2019;18.02.2019;Oeste;Sao Bento;0;0;1;0;2.13;2.97;3.68;2.65;https://www.flashscore.com/match/WUkib8jn/#/match-summary
BRAZIL;PAULISTA;ROUND 7;2019;18.02.2019;Santos;Guarani;1;0;3;0;1.26;5.3;11.18;1.74;https://www.flashscore.com/match/2FBwuojO/#/match-summary
BRAZIL;PAULISTA;ROUND 8;2019;22.02.2019;Mirassol;Sao Bento;0;1;2;1;2.13;3.09;3.5;2.39;https://www.flashscore.com/match/6m4ZAozh/#/match-summary
BRAZIL;PAULISTA;ROUND 8;2019;22.02.2019;Bragantino;Novorizontino;1;0;1;1;2.49;2.93;2.96;2.38;https://www.flashscore.com/match/lWZKiOZT/#/match-summary
BRAZIL;PAULISTA;ROUND 8;2019;23.02.2019;Guarani;Sao Caetano;0;1;2;1;1.91;3.22;4.13;2.16;https://www.flashscore.com/match/f9zHh4KN/#/match-summary
BRAZIL;PAULISTA;ROUND 8;2019;23.02.2019;Palmeiras;Santos;0;0;0;0;1.79;3.32;4.71;2.24;https://www.flashscore.com/match/0As8fQkB/#/match-summary
BRAZIL;PAULISTA;ROUND 8;2019;24.02.2019;Sao Paulo;RB Brasil;0;0;0;0;1.68;3.44;5.15;2.18;https://www.flashscore.com/match/rZWCgp5H/#/match-summary
BRAZIL;PAULISTA;ROUND 8;2019;24.02.2019;Ponte Preta;Ituano;1;0;1;1;1.8;3.34;4.34;2.33;https://www.flashscore.com/match/juMnmrro/#/match-summary
BRAZIL;PAULISTA;ROUND 8;2019;24.02.2019;Botafogo SP;Corinthians;0;0;0;1;3.27;3.09;2.21;2.55;https://www.flashscore.com/match/MJr4e6z5/#/match-summary
BRAZIL;PAULISTA;ROUND 8;2019;25.02.2019;Ferroviaria;Oeste;0;1;2;1;2.39;3.11;2.9;2.32;https://www.flashscore.com/match/Sd5VBRKo/#/match-summary
BRAZIL;PAULISTA;ROUND 9;2019;27.02.2019;Palmeiras;Ituano;2;0;3;2;1.32;4.65;9.11;1.84;https://www.flashscore.com/match/ED7s9P44/#/match-summary
BRAZIL;PAULISTA;ROUND 9;2019;01.03.2019;Sao Caetano;Mirassol;1;0;2;0;2.34;3.04;3.11;2.34;https://www.flashscore.com/match/SxZIky4q/#/match-summary
BRAZIL;PAULISTA;ROUND 9;2019;01.03.2019;Guarani;Ferroviaria;1;1;1;1;2.32;3.07;3.12;2.32;https://www.flashscore.com/match/lhNRmFYe/#/match-summary
BRAZIL;PAULISTA;ROUND 9;2019;02.03.2019;Sao Bento;Corinthians;0;1;1;1;4.62;3.3;1.79;2.42;https://www.flashscore.com/match/0A3wA5kb/#/match-summary
BRAZIL;PAULISTA;ROUND 9;2019;02.03.2019;RB Brasil;Novorizontino;1;0;1;0;2.02;3.19;3.65;2.11;https://www.flashscore.com/match/6TXMleJk/#/match-summary
BRAZIL;PAULISTA;ROUND 9;2019;02.03.2019;Santos;Oeste;1;2;3;2;1.31;4.66;9.43;1.88;https://www.flashscore.com/match/zTej73ZG/#/match-summary
BRAZIL;PAULISTA;ROUND 9;2019;03.03.2019;Bragantino;Sao Paulo;0;0;0;2;4.88;3.52;1.69;2.42;https://www.flashscore.com/match/dxcn8qKA/#/match-summary
BRAZIL;PAULISTA;ROUND 9;2019;04.03.2019;Ponte Preta;Botafogo SP;1;0;2;1;1.72;3.38;5.09;2.34;https://www.flashscore.com/match/2eRVnZm2/#/match-summary
BRAZIL;PAULISTA;ROUND 10;2019;08.03.2019;Botafogo SP;Bragantino;1;0;2;1;2.18;3.1;3.34;2.5;https://www.flashscore.com/match/2em12Emk/#/match-summary
BRAZIL;PAULISTA;ROUND 10;2019;08.03.2019;Oeste;RB Brasil;0;1;1;2;3.11;3.04;2.34;2.31;https://www.flashscore.com/match/tnn51Y2e/#/match-summary
BRAZIL;PAULISTA;ROUND 10;2019;08.03.2019;Ituano;Guarani;1;0;2;1;2.08;3.04;3.6;2.36;https://www.flashscore.com/match/jH7Q8GAL/#/match-summary
BRAZIL;PAULISTA;ROUND 10;2019;09.03.2019;Mirassol;Palmeiras;0;0;1;1;5.38;3.44;1.65;2.36;https://www.flashscore.com/match/fkEHAxt9/#/match-summary
BRAZIL;PAULISTA;ROUND 10;2019;09.03.2019;Sao Paulo;Ferroviaria;0;1;1;1;1.59;3.5;5.78;2.29;https://www.flashscore.com/match/CQ8M9deF/#/match-summary
BRAZIL;PAULISTA;ROUND 10;2019;10.03.2019;Corinthians;Santos;0;0;0;0;2.98;2.9;2.51;2.66;https://www.flashscore.com/match/GbFDBIQ2/#/match-summary
BRAZIL;PAULISTA;ROUND 10;2019;10.03.2019;Sao Bento;Ponte Preta;0;1;1;2;3.1;3.0;2.36;2.42;https://www.flashscore.com/match/pv7U7zQR/#/match-summary
BRAZIL;PAULISTA;ROUND 10;2019;11.03.2019;Novorizontino;Sao Caetano;2;1;2;1;2.01;3.09;3.88;2.39;https://www.flashscore.com/match/KWcd3fYr/#/match-summary
BRAZIL;PAULISTA;ROUND 11;2019;15.03.2019;Bragantino;Ituano;0;2;0;3;2.64;2.95;2.79;2.33;https://www.flashscore.com/match/t2zTGD2r/#/match-summary
BRAZIL;PAULISTA;ROUND 11;2019;15.03.2019;RB Brasil;Sao Bento;1;1;3;2;1.38;4.7;6.52;1.76;https://www.flashscore.com/match/KhZWFXHl/#/match-summary
BRAZIL;PAULISTA;ROUND 11;2019;15.03.2019;Santos;Novorizontino;0;1;0;1;1.37;4.5;7.95;1.84;https://www.flashscore.com/match/jHTeOeA8/#/match-summary
BRAZIL;PAULISTA;ROUND 11;2019;15.03.2019;Ferroviaria;Sao Caetano;1;0;2;0;1.89;3.42;3.9;1.95;https://www.flashscore.com/match/bsX3MZvL/#/match-summary
BRAZIL;PAULISTA;ROUND 11;2019;16.03.2019;Sao Paulo;Palmeiras;0;0;0;1;3.42;2.96;2.22;2.62;https://www.flashscore.com/match/lCkDaCX7/#/match-summary
BRAZIL;PAULISTA;ROUND 11;2019;16.03.2019;Ponte Preta;Guarani;1;0;3;0;1.94;3.27;3.92;2.33;https://www.flashscore.com/match/4KXaNFPE/#/match-summary
BRAZIL;PAULISTA;ROUND 11;2019;17.03.2019;Corinthians;Oeste;0;0;1;0;1.55;3.62;6.5;2.31;https://www.flashscore.com/match/ALj90hI1/#/match-summary
BRAZIL;PAULISTA;ROUND 11;2019;17.03.2019;Mirassol;Botafogo SP;1;1;1;1;2.45;2.94;3.05;2.42;https://www.flashscore.com/match/xYV7LgfR/#/match-summary
BRAZIL;PAULISTA;ROUND 12;2019;20.03.2019;Sao Caetano;Sao Paulo;0;0;1;1;5.25;3.56;1.62;2.22;https://www.flashscore.com/match/AsSqDV17/#/match-summary
BRAZIL;PAULISTA;ROUND 12;2019;20.03.2019;Sao Bento;Bragantino;0;0;1;0;3.0;3.34;2.2;2.11;https://www.flashscore.com/match/K6E5UWWs/#/match-summary
BRAZIL;PAULISTA;ROUND 12;2019;20.03.2019;Palmeiras;Ponte Preta;0;0;1;0;1.64;3.49;5.4;2.44;https://www.flashscore.com/match/SIxuEBn1/#/match-summary
BRAZIL;PAULISTA;ROUND 12;2019;20.03.2019;Oeste;Mirassol;0;0;1;1;1.98;3.36;3.56;2.12;https://www.flashscore.com/match/xlKVzZgE/#/match-summary
BRAZIL;PAULISTA;ROUND 12;2019;20.03.2019;Novorizontino;Ferroviaria;0;0;1;1;2.38;3.09;2.92;2.36;https://www.flashscore.com/match/b38vZCOQ/#/match-summary
BRAZIL;PAULISTA;ROUND 12;2019;20.03.2019;Ituano;Corinthians;0;0;0;1;3.64;3.01;2.08;2.48;https://www.flashscore.com/match/EFYzFiXf/#/match-summary
BRAZIL;PAULISTA;ROUND 12;2019;20.03.2019;Guarani;RB Brasil;0;0;1;2;3.31;3.26;2.09;2.2;https://www.flashscore.com/match/GvJZZh9K/#/match-summary
BRAZIL;PAULISTA;ROUND 12;2019;20.03.2019;Botafogo SP;Santos;2;0;4;0;2.78;3.04;2.54;2.28;https://www.flashscore.com/match/lYQmCkHD/#/match-summary
BRAZIL;PAULISTA;TROFEU INTERIOR;2019;23.03.2019;Botafogo SP;Oeste;1;0;1;1;2.04;3.26;3.52;2.16;https://www.flashscore.com/match/fsOdm0pt/#/match-summary
BRAZIL;PAULISTA;PLAY OFFS;2019;23.03.2019;Novorizontino;Palmeiras;1;0;1;1;7.0;3.49;1.52;2.46;https://www.flashscore.com/match/nFV9BWNl/#/match-summary
BRAZIL;PAULISTA;PLAY OFFS;2019;23.03.2019;Santos;RB Brasil;1;0;2;0;1.71;3.34;4.99;2.22;https://www.flashscore.com/match/hvH6CC8r/#/match-summary
BRAZIL;PAULISTA;PLAY OFFS;2019;24.03.2019;Sao Paulo;Ituano;1;0;2;1;1.52;3.66;7.14;2.26;https://www.flashscore.com/match/8UJI9Ah1/#/match-summary
BRAZIL;PAULISTA;TROFEU INTERIOR;2019;24.03.2019;Bragantino;Ponte Preta;0;0;0;1;2.22;3.09;3.28;2.46;https://www.flashscore.com/match/YXM0nKan/#/match-summary
BRAZIL;PAULISTA;PLAY OFFS;2019;24.03.2019;Ferroviaria;Corinthians;0;0;1;1;3.66;2.9;2.14;2.97;https://www.flashscore.com/match/Q5UDAjwe/#/match-summary
BRAZIL;PAULISTA;TROFEU INTERIOR;2019;25.03.2019;Mirassol;Guarani;1;0;2;0;2.56;3.24;2.69;2.32;https://www.flashscore.com/match/SfM4ovFh/#/match-summary
BRAZIL;PAULISTA;PLAY OFFS;2019;26.03.2019;RB Brasil;Santos;0;0;0;0;2.89;3.34;2.32;2.0;https://www.flashscore.com/match/MXNM8U77/#/match-summary
BRAZIL;PAULISTA;PLAY OFFS;2019;26.03.2019;Palmeiras;Novorizontino;2;0;5;0;1.29;4.9;10.45;1.94;https://www.flashscore.com/match/zyC4XDp8/#/match-summary
BRAZIL;PAULISTA;TROFEU INTERIOR;2019;27.03.2019;Oeste;Botafogo SP;1;2;3;3;2.33;3.21;2.96;2.33;https://www.flashscore.com/match/tbQ8pbUb/#/match-summary
BRAZIL;PAULISTA;TROFEU INTERIOR;2019;27.03.2019;Ponte Preta;Bragantino;1;0;1;1;1.6;3.52;5.92;2.49;https://www.flashscore.com/match/OMFDqIq5/#/match-summary
BRAZIL;PAULISTA;PLAY OFFS;2019;27.03.2019;Ituano;Sao Paulo;0;0;0;1;3.62;3.22;2.02;2.26;https://www.flashscore.com/match/W25DViFK/#/match-summary
BRAZIL;PAULISTA;PLAY OFFS;2019;27.03.2019;Corinthians;Ferroviaria;1;0;1;1;1.46;3.84;7.43;2.31;https://www.flashscore.com/match/ERA8WXaE/#/match-summary
BRAZIL;PAULISTA;TROFEU INTERIOR;2019;28.03.2019;Guarani;Mirassol;0;0;2;2;1.97;3.18;3.9;2.28;https://www.flashscore.com/match/2DEHrxaB/#/match-summary
BRAZIL;PAULISTA;TROFEU INTERIOR;2019;30.03.2019;Oeste;Ponte Preta;0;1;2;2;2.43;2.98;3.06;2.62;https://www.flashscore.com/match/UoVvTmBn/#/match-summary
BRAZIL;PAULISTA;PLAY OFFS;2019;30.03.2019;Sao Paulo;Palmeiras;0;0;0;0;3.33;2.89;2.32;2.9;https://www.flashscore.com/match/UkmQ0NN2/#/match-summary
BRAZIL;PAULISTA;PLAY OFFS;2019;31.03.2019;Corinthians;Santos;2;1;2;1;2.44;2.86;3.09;3.03;https://www.flashscore.com/match/tzfrxvo2/#/match-summary
BRAZIL;PAULISTA;TROFEU INTERIOR;2019;01.04.2019;Mirassol;RB Brasil;0;1;0;1;3.46;3.02;2.21;2.48;https://www.flashscore.com/match/8xUrS7Qh/#/match-summary
BRAZIL;PAULISTA;PLAY OFFS;2019;07.04.2019;Palmeiras;Sao Paulo;0;0;0;0;1.69;3.34;5.36;2.47;https://www.flashscore.com/match/j5yZb1hF/#/match-summary
BRAZIL;PAULISTA;TROFEU INTERIOR;2019;07.04.2019;Ponte Preta;Oeste;1;0;2;0;2.03;3.19;3.67;2.26;https://www.flashscore.com/match/0pnjQoe5/#/match-summary
BRAZIL;PAULISTA;TROFEU INTERIOR;2019;08.04.2019;RB Brasil;Mirassol;1;1;3;1;1.52;3.9;5.98;2.12;https://www.flashscore.com/match/r9yeP5AB/#/match-summary
BRAZIL;PAULISTA;PLAY OFFS;2019;08.04.2019;Santos;Corinthians;0;0;1;0;1.86;3.16;4.33;2.62;https://www.flashscore.com/match/8tnUasw9/#/match-summary
BRAZIL;PAULISTA;PLAY OFFS;2019;14.04.2019;Sao Paulo;Corinthians;0;0;0;0;2.16;2.84;3.8;3.26;https://www.flashscore.com/match/SSZvLFN4/#/match-summary
BRAZIL;PAULISTA;TROFEU INTERIOR;2019;15.04.2019;RB Brasil;Ponte Preta;0;0;0;0;2.02;2.98;4.08;2.74;https://www.flashscore.com/match/4hg0jXFT/#/match-summary
BRAZIL;PAULISTA;PLAY OFFS;2019;21.04.2019;Corinthians;Sao Paulo;1;1;2;1;2.4;2.72;3.4;3.41;https://www.flashscore.com/match/6JYrKZxB/#/match-summary
