nacao;campeonato;rodada;ano;dia;home;away;HGHT;AGHT;HGFT;AGFT;odd_home;odd_draw;odd_away;over25;endereco
BRAZIL;PAULISTA;ROUND 1;2023;14.01.2023;Inter de Limeira;Sao Bernardo;0;1;0;3;2.64;2.96;2.75;2.52;https://www.flashscore.com/match/zytdqkfS/#/match-summary
BRAZIL;PAULISTA;ROUND 1;2023;14.01.2023;Portuguesa;Botafogo SP;0;1;0;2;2.55;3.01;2.82;2.45;https://www.flashscore.com/match/dpshpVvM/#/match-summary
BRAZIL;PAULISTA;ROUND 1;2023;14.01.2023;Santo Andre;Guarani;1;0;1;0;2.82;2.93;2.62;2.52;https://www.flashscore.com/match/SSXNv92q/#/match-summary
BRAZIL;PAULISTA;ROUND 1;2023;14.01.2023;Palmeiras;Sao Bento;0;0;0;0;1.11;9.08;19.9;1.6;https://www.flashscore.com/match/lrMWxmXe/#/match-summary
BRAZIL;PAULISTA;ROUND 1;2023;14.01.2023;Santos;Mirassol;1;1;2;1;1.66;3.65;4.82;2.04;https://www.flashscore.com/match/GlEI0jP2/#/match-summary
BRAZIL;PAULISTA;ROUND 1;2023;15.01.2023;Agua Santa;Ferroviaria;0;0;1;3;2.7;2.99;2.61;2.36;https://www.flashscore.com/match/6JWRwTHk/#/match-summary
BRAZIL;PAULISTA;ROUND 1;2023;15.01.2023;Bragantino;Corinthians;0;0;1;0;2.57;2.99;2.82;2.34;https://www.flashscore.com/match/2oQzx7n2/#/match-summary
BRAZIL;PAULISTA;ROUND 1;2023;15.01.2023;Sao Paulo;Ituano;0;0;0;0;1.42;4.03;6.92;2.09;https://www.flashscore.com/match/fuDMaAv9/#/match-summary
BRAZIL;PAULISTA;ROUND 2;2023;17.01.2023;Sao Bento;Santo Andre;1;0;2;1;2.72;2.76;2.9;2.85;https://www.flashscore.com/match/zFC6kQG1/#/match-summary
BRAZIL;PAULISTA;ROUND 2;2023;17.01.2023;Mirassol;Inter de Limeira;0;1;0;1;1.5;3.78;6.84;2.25;https://www.flashscore.com/match/6u82j61e/#/match-summary
BRAZIL;PAULISTA;ROUND 2;2023;18.01.2023;Sao Bernardo;Bragantino;1;1;1;1;3.24;2.98;2.31;2.32;https://www.flashscore.com/match/E5BAlpW7/#/match-summary
BRAZIL;PAULISTA;ROUND 2;2023;18.01.2023;Corinthians;Agua Santa;2;0;3;0;1.32;4.56;10.4;2.1;https://www.flashscore.com/match/EsTNcl9L/#/match-summary
BRAZIL;PAULISTA;ROUND 2;2023;18.01.2023;Ituano;Portuguesa;0;0;1;1;1.9;3.12;4.3;2.33;https://www.flashscore.com/match/Sl9binnk/#/match-summary
BRAZIL;PAULISTA;ROUND 2;2023;18.01.2023;Guarani;Santos;1;0;2;0;3.35;2.88;2.33;2.55;https://www.flashscore.com/match/pQJghSWr/#/match-summary
BRAZIL;PAULISTA;ROUND 2;2023;19.01.2023;Ferroviaria;Sao Paulo;1;0;1;2;4.99;3.28;1.75;2.29;https://www.flashscore.com/match/84SRd8OR/#/match-summary
BRAZIL;PAULISTA;ROUND 2;2023;19.01.2023;Botafogo SP;Palmeiras;0;1;0;1;9.04;4.04;1.38;2.13;https://www.flashscore.com/match/ziUJbUgF/#/match-summary
BRAZIL;PAULISTA;ROUND 3;2023;21.01.2023;Agua Santa;Sao Bento;1;0;1;1;2.27;2.95;3.31;2.49;https://www.flashscore.com/match/prVTgu8m/#/match-summary
BRAZIL;PAULISTA;ROUND 3;2023;21.01.2023;Portuguesa;Bragantino;2;0;3;0;3.86;3.22;1.94;2.23;https://www.flashscore.com/match/GAkgDT88/#/match-summary
BRAZIL;PAULISTA;ROUND 3;2023;21.01.2023;Guarani;Ituano;0;0;0;0;2.09;2.96;3.73;2.47;https://www.flashscore.com/match/tAOxhJx0/#/match-summary
BRAZIL;PAULISTA;ROUND 3;2023;21.01.2023;Inter de Limeira;Corinthians;0;0;0;0;5.95;3.53;1.6;2.32;https://www.flashscore.com/match/Ee8dCmOE/#/match-summary
BRAZIL;PAULISTA;ROUND 3;2023;22.01.2023;Palmeiras;Sao Paulo;0;0;0;0;1.67;3.49;5.09;2.17;https://www.flashscore.com/match/zXNtiwh6/#/match-summary
BRAZIL;PAULISTA;ROUND 3;2023;22.01.2023;Sao Bernardo;Santos;1;0;1;1;3.19;3.0;2.32;2.28;https://www.flashscore.com/match/lzSpjc7C/#/match-summary
BRAZIL;PAULISTA;ROUND 3;2023;22.01.2023;Ferroviaria;Santo Andre;1;0;1;2;2.17;2.98;3.49;2.52;https://www.flashscore.com/match/2JPYhaNg/#/match-summary
BRAZIL;PAULISTA;ROUND 3;2023;22.01.2023;Botafogo SP;Mirassol;1;1;1;1;2.31;3.01;3.17;2.43;https://www.flashscore.com/match/6iWPfLhs/#/match-summary
BRAZIL;PAULISTA;ROUND 4;2023;24.01.2023;Corinthians;Guarani;1;1;2;1;1.41;3.93;8.36;2.28;https://www.flashscore.com/match/WbHkkHMI/#/match-summary
BRAZIL;PAULISTA;ROUND 4;2023;25.01.2023;Bragantino;Ferroviaria;2;0;2;0;1.55;3.75;5.75;2.17;https://www.flashscore.com/match/MTu87bxm/#/match-summary
BRAZIL;PAULISTA;ROUND 4;2023;25.01.2023;Ituano;Palmeiras;0;1;1;3;4.21;3.32;1.83;2.22;https://www.flashscore.com/match/xd4yDKEP/#/match-summary
BRAZIL;PAULISTA;ROUND 4;2023;25.01.2023;Santo Andre;Botafogo SP;1;1;1;1;2.21;2.87;3.52;2.83;https://www.flashscore.com/match/AkGglyxP/#/match-summary
BRAZIL;PAULISTA;ROUND 4;2023;25.01.2023;Santos;Agua Santa;0;0;0;0;1.49;3.86;6.62;2.16;https://www.flashscore.com/match/zXqC6Iig/#/match-summary
BRAZIL;PAULISTA;ROUND 4;2023;26.01.2023;Sao Bento;Inter de Limeira;1;0;1;0;2.3;2.89;3.36;2.58;https://www.flashscore.com/match/UgqG5x7a/#/match-summary
BRAZIL;PAULISTA;ROUND 4;2023;26.01.2023;Mirassol;Sao Bernardo;2;0;4;1;2.07;3.08;3.67;2.47;https://www.flashscore.com/match/v5j38vNt/#/match-summary
BRAZIL;PAULISTA;ROUND 4;2023;26.01.2023;Sao Paulo;Portuguesa;1;0;4;1;1.36;4.38;8.95;2.14;https://www.flashscore.com/match/8prK4dM5/#/match-summary
BRAZIL;PAULISTA;ROUND 5;2023;28.01.2023;Santos;Ferroviaria;0;1;1;1;1.57;3.68;5.93;2.11;https://www.flashscore.com/match/x0hu66Iu/#/match-summary
BRAZIL;PAULISTA;ROUND 5;2023;28.01.2023;Bragantino;Santo Andre;0;0;0;1;1.54;3.97;5.84;2.01;https://www.flashscore.com/match/A9vy1ELU/#/match-summary
BRAZIL;PAULISTA;ROUND 5;2023;28.01.2023;Botafogo SP;Guarani;2;0;3;2;2.36;2.95;3.19;2.58;https://www.flashscore.com/match/E1chq4CI/#/match-summary
BRAZIL;PAULISTA;ROUND 5;2023;29.01.2023;Agua Santa;Portuguesa;0;0;2;1;2.22;3.03;3.32;2.52;https://www.flashscore.com/match/4CyT2ziI/#/match-summary
BRAZIL;PAULISTA;ROUND 5;2023;29.01.2023;Sao Bernardo;Sao Bento;0;0;2;0;2.03;3.08;3.81;2.52;https://www.flashscore.com/match/Gjiq5QXo/#/match-summary
BRAZIL;PAULISTA;ROUND 5;2023;29.01.2023;Inter de Limeira;Ituano;1;0;1;0;2.65;2.85;2.83;2.71;https://www.flashscore.com/match/QLxP3GyC/#/match-summary
BRAZIL;PAULISTA;ROUND 5;2023;29.01.2023;Sao Paulo;Corinthians;0;2;1;2;2.11;3.09;3.56;2.55;https://www.flashscore.com/match/pQem4pmh/#/match-summary
BRAZIL;PAULISTA;ROUND 5;2023;01.02.2023;Mirassol;Palmeiras;0;0;0;2;4.5;3.38;1.78;2.13;https://www.flashscore.com/match/bZzX1f6O/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2023;04.02.2023;Sao Bento;Mirassol;0;1;1;1;3.45;3.09;2.15;2.42;https://www.flashscore.com/match/MR4Wg0Pp/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2023;04.02.2023;Guarani;Bragantino;0;0;0;1;3.22;3.01;2.27;2.4;https://www.flashscore.com/match/U9uu774P/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2023;04.02.2023;Ferroviaria;Sao Bernardo;0;0;0;1;2.93;2.92;2.45;2.53;https://www.flashscore.com/match/E5m402nH/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2023;04.02.2023;Palmeiras;Santos;2;0;3;1;1.37;4.42;8.62;2.02;https://www.flashscore.com/match/KII4btHT/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2023;05.02.2023;Ituano;Agua Santa;0;2;0;3;1.98;3.06;3.97;2.56;https://www.flashscore.com/match/hdn8aM1N/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2023;05.02.2023;Santo Andre;Sao Paulo;0;0;0;1;5.08;3.55;1.66;2.28;https://www.flashscore.com/match/Krl01rXA/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2023;05.02.2023;Corinthians;Botafogo SP;2;0;2;0;1.39;4.17;8.03;2.22;https://www.flashscore.com/match/6upd2OH4/#/match-summary
BRAZIL;PAULISTA;ROUND 6;2023;05.02.2023;Portuguesa;Inter de Limeira;0;1;0;1;2.03;2.99;3.91;2.68;https://www.flashscore.com/match/OGfi342b/#/match-summary
